-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 02/29/2024 
Location: Latitude  35.012   Longitude 135.6761 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 251.31 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M
2022,3,20,5.09,5.87,4.46,81.12,0.74,98.55,3.89
2022,3,21,5.96,6.58,4.52,77.38,0.43,99.14,2.74
2022,3,22,4.22,4.71,4.46,85.75,13.9,98.9,3.51
2022,3,23,4.86,4.93,4.27,77.75,1.62,98.68,2.58
2022,3,24,7.17,6.95,5.07,80.75,0.14,98.9,2.95
2022,3,25,9.63,9.02,5.92,80.25,0.0,99.47,2.74
2022,3,26,12.55,11.99,8.67,91.56,14.86,98.03,7.31
2022,3,27,10.42,10.4,6.1,77.56,0.94,98.1,4.71
2022,3,28,6.48,6.79,4.39,73.5,0.0,99.27,5.23
2022,3,29,8.33,7.94,5.62,81.38,0.02,99.65,2.66
2022,3,30,11.91,11.67,7.51,84.62,0.01,99.37,2.63
2022,3,31,9.8,9.84,7.26,91.81,3.47,98.91,5.21
2022,4,1,5.4,5.99,3.72,67.88,0.71,99.43,7.7
2022,4,2,5.69,6.36,3.97,71.12,0.12,99.61,2.41
2022,4,3,7.47,7.83,5.92,91.44,1.53,99.61,3.33
2022,4,4,9.15,9.54,5.86,81.88,0.0,99.48,4.64
2022,4,5,9.73,9.94,5.13,69.5,0.01,99.21,2.6
2022,4,6,11.96,12.06,6.29,73.5,0.0,98.98,2.96
2022,4,7,12.4,12.26,7.2,80.81,0.36,98.63,3.23
2022,4,8,10.48,10.36,5.68,72.69,0.17,98.94,3.46
2022,4,9,12.86,12.52,7.26,77.94,0.0,98.92,3.58
2022,4,10,15.12,14.94,8.61,79.44,0.0,99.03,2.52
2022,4,11,14.59,14.36,8.42,81.62,0.0,98.91,2.87
2022,4,12,16.96,16.99,10.5,84.88,0.0,98.49,2.84
2022,4,13,17.4,17.83,11.05,86.06,0.03,98.38,3.14
2022,4,14,15.92,16.29,10.19,88.69,13.64,98.42,2.33
2022,4,15,13.75,14.37,9.03,89.31,8.38,98.02,4.84
2022,4,16,9.03,9.94,5.68,78.56,0.58,98.22,7.86
2022,4,17,11.0,11.64,5.25,67.56,0.24,98.77,2.42
2022,4,18,13.82,13.88,8.24,82.94,1.84,98.71,2.18
2022,4,19,12.49,12.46,6.59,73.75,0.0,98.71,3.39
2022,4,20,14.78,14.08,6.47,61.0,0.01,98.85,2.45
2022,4,21,14.4,14.05,9.34,89.19,14.19,98.69,3.67
2022,4,22,15.49,15.93,9.34,84.5,1.42,98.32,2.86
2022,4,23,16.01,15.67,9.83,84.19,0.0,98.44,2.62
2022,4,24,15.54,15.13,10.38,92.69,9.07,98.36,2.52
2022,4,25,18.95,18.76,10.68,78.69,0.2,98.47,1.14
2022,4,26,19.62,19.29,13.49,91.94,14.52,98.01,7.38
2022,4,27,16.82,16.98,10.93,85.88,15.39,98.23,5.62
2022,4,28,14.81,15.31,7.69,73.31,0.07,98.7,3.09
2022,4,29,13.45,13.64,9.34,91.88,37.74,97.84,7.14
2022,4,30,12.48,13.49,6.53,72.31,0.64,98.55,4.2
2022,5,1,12.37,12.6,8.12,88.44,11.28,98.17,3.95
2022,5,2,10.91,11.44,6.04,75.0,0.2,98.26,3.52
2022,5,3,11.26,11.55,5.62,69.44,0.0,98.91,2.48
2022,5,4,14.19,14.19,7.32,73.69,0.0,99.21,3.29
2022,5,5,16.38,16.26,8.61,76.12,0.0,99.3,2.48
2022,5,6,16.03,15.69,9.28,82.0,0.0,99.11,3.31
2022,5,7,17.74,18.17,10.74,83.62,0.01,98.7,3.39
2022,5,8,12.71,13.37,6.04,67.06,0.0,98.84,5.29
2022,5,9,12.49,13.0,6.9,76.38,0.89,98.78,3.11
2022,5,10,14.55,15.08,8.73,83.19,0.11,98.84,3.07
2022,5,11,17.69,17.89,11.05,86.56,0.82,98.84,3.04
2022,5,12,17.9,17.91,11.78,90.62,16.86,98.47,4.55
2022,5,13,19.49,19.42,13.67,94.06,21.41,97.73,2.09
2022,5,14,16.41,16.83,10.19,85.19,13.13,97.83,4.27
2022,5,15,14.29,14.42,7.57,74.88,0.01,98.25,2.09
2022,5,16,15.33,14.81,7.63,69.06,0.02,98.26,0.98
2022,5,17,15.85,14.83,8.06,72.0,0.0,98.6,1.24
2022,5,18,18.06,16.39,6.47,50.88,0.0,98.95,1.23
2022,5,19,17.14,16.27,8.36,68.38,0.0,98.96,2.87
2022,5,20,17.29,16.62,9.58,78.0,0.0,98.65,2.09
2022,5,21,16.33,16.33,10.07,85.88,0.79,98.1,2.34
2022,5,22,18.46,18.59,10.38,78.0,2.5,97.72,2.22
2022,5,23,17.71,18.08,9.64,76.81,0.39,98.26,3.28
2022,5,24,19.6,19.61,10.31,72.62,0.0,98.58,1.98
2022,5,25,19.76,19.99,11.96,82.69,0.13,98.29,2.67
2022,5,26,19.4,19.37,12.63,88.12,5.97,97.87,3.15
2022,5,27,19.71,19.75,11.41,78.88,22.43,97.14,3.48
2022,5,28,19.33,18.8,10.07,71.62,0.0,97.65,2.98
2022,5,29,21.65,20.91,9.52,60.19,0.0,97.85,1.45
2022,5,30,19.82,19.86,11.47,78.94,4.33,97.54,2.98
2022,5,31,19.05,19.43,11.72,83.69,7.28,97.61,3.8
2022,6,1,17.98,17.45,9.16,72.25,0.0,98.02,1.27
2022,6,2,19.47,19.55,9.77,70.38,0.0,97.94,2.05
2022,6,3,19.3,19.76,11.54,81.25,0.0,98.04,3.1
2022,6,4,17.63,18.37,9.83,78.56,0.0,98.28,3.52
2022,6,5,19.29,19.45,11.47,81.06,5.68,97.98,2.4
2022,6,6,18.42,18.65,12.51,90.44,36.22,96.54,6.98
2022,6,7,16.83,17.48,10.31,84.81,1.91,97.41,5.41
2022,6,8,17.11,18.0,9.95,81.38,0.38,98.18,2.19
2022,6,9,19.83,20.24,10.8,75.19,0.07,98.46,1.27
2022,6,10,21.31,21.61,12.76,80.56,0.43,98.61,1.57
2022,6,11,19.56,19.44,13.0,90.06,3.33,98.37,2.46
2022,6,12,18.18,18.78,10.74,81.81,0.09,98.13,5.36
2022,6,13,18.26,18.42,10.56,80.62,0.06,98.25,2.99
2022,6,14,17.6,17.69,11.66,90.94,14.75,98.19,6.44
2022,6,15,18.9,18.9,13.0,92.44,3.85,98.08,4.63
2022,6,16,20.58,20.42,13.85,89.88,0.07,98.15,3.16
2022,6,17,22.05,21.98,14.4,85.38,0.06,98.18,3.15
2022,6,18,21.63,21.31,15.26,92.12,0.96,98.06,2.77
2022,6,19,22.87,23.08,15.2,85.81,0.0,98.05,2.91
2022,6,20,23.37,23.59,15.81,86.44,0.02,97.82,2.03
2022,6,21,22.23,22.23,16.3,94.5,25.38,97.81,2.61
2022,6,22,24.47,24.8,16.91,86.56,11.36,97.91,2.02
2022,6,23,25.28,25.41,17.52,85.5,0.22,98.1,3.45
2022,6,24,25.27,25.16,17.4,84.5,3.69,97.69,7.24
2022,6,25,24.94,24.82,17.88,88.75,5.54,98.07,4.69
2022,6,26,24.32,24.34,16.72,87.0,0.37,98.6,3.98
2022,6,27,25.3,25.37,17.58,86.38,1.33,98.67,2.87
2022,6,28,25.41,25.51,16.66,81.88,0.0,98.43,3.82
2022,6,29,25.8,25.87,17.33,82.56,0.0,98.37,3.76
2022,6,30,26.64,26.83,17.52,79.75,0.0,98.55,2.24
2022,7,1,27.33,27.01,15.93,70.81,0.0,98.72,1.59
2022,7,2,27.42,27.26,17.15,75.06,1.41,98.62,1.61
2022,7,3,24.76,24.85,18.13,90.94,31.68,98.43,3.01
2022,7,4,24.58,24.85,17.58,89.25,8.99,98.22,3.19
2022,7,5,25.16,25.43,18.31,89.38,15.78,97.88,2.79
2022,7,6,25.79,25.98,18.19,86.12,3.3,97.9,3.39
2022,7,7,25.33,25.55,16.48,80.88,0.0,98.06,2.8
2022,7,8,25.35,25.77,17.52,85.06,0.71,97.78,2.08
2022,7,9,25.31,25.58,18.49,89.31,31.17,97.41,2.67
2022,7,10,26.06,26.43,18.37,85.19,9.55,97.68,1.73
2022,7,11,26.43,26.61,18.43,83.88,1.27,97.9,1.86
2022,7,12,24.87,25.12,18.43,91.44,36.49,97.81,2.58
2022,7,13,24.01,24.46,16.6,87.0,0.75,97.71,2.57
2022,7,14,24.3,24.33,17.03,86.88,11.3,97.48,2.33
2022,7,15,25.44,25.71,18.13,86.75,4.86,97.24,2.58
2022,7,16,24.57,24.69,17.94,90.12,3.58,97.15,3.01
2022,7,17,25.03,25.3,17.76,87.06,3.78,97.21,3.06
2022,7,18,25.44,25.59,17.21,83.31,5.06,97.69,3.08
2022,7,19,25.51,25.42,19.65,93.25,51.83,97.46,6.71
2022,7,20,25.22,25.18,16.24,80.0,0.81,97.79,2.09
2022,7,21,25.83,25.69,16.6,77.94,2.6,97.65,2.11
2022,7,22,25.18,25.4,17.64,85.75,10.05,97.35,4.45
2022,7,23,23.11,23.66,15.2,84.38,1.35,97.72,3.77
2022,7,24,24.77,24.86,15.87,80.12,0.02,97.9,1.68
2022,7,25,27.08,27.31,17.58,78.12,0.11,98.11,1.53
2022,7,26,27.19,27.33,18.74,82.0,0.88,98.11,1.84
2022,7,27,26.55,26.58,20.2,90.81,3.83,98.24,1.63
2022,7,28,27.38,27.29,19.17,83.06,0.09,98.48,1.53
2022,7,29,27.05,27.15,19.17,84.94,1.77,98.66,2.88
2022,7,30,27.37,27.45,18.92,82.5,0.44,98.6,3.33
2022,7,31,27.16,27.19,18.86,82.94,0.08,98.54,2.65
2022,8,1,26.9,26.85,18.98,84.75,0.0,98.52,2.66
2022,8,2,27.64,27.81,18.98,81.62,0.0,98.53,2.5
2022,8,3,27.65,27.79,19.71,84.0,1.71,98.31,2.47
2022,8,4,26.37,26.25,19.71,89.38,15.81,98.03,2.25
2022,8,5,26.55,26.69,19.04,85.88,16.05,97.83,1.62
2022,8,6,26.68,26.92,19.1,85.5,12.88,97.96,2.01
2022,8,7,26.75,26.79,19.41,86.75,1.89,98.22,2.29
2022,8,8,27.31,27.43,19.65,85.31,0.36,98.34,2.91
2022,8,9,27.69,27.8,19.84,84.56,0.07,98.28,3.27
2022,8,10,27.79,27.98,19.59,83.19,0.44,98.24,3.04
2022,8,11,27.27,27.24,18.8,82.0,0.17,98.15,2.84
2022,8,12,27.0,27.16,19.78,87.0,2.01,98.0,2.7
2022,8,13,27.53,27.72,19.96,85.25,4.55,97.87,2.17
2022,8,14,27.44,27.51,20.81,89.06,11.2,98.0,3.52
2022,8,15,27.7,27.68,20.39,86.06,1.5,97.96,3.55
2022,8,16,27.93,27.87,20.87,86.75,18.37,97.84,4.91
2022,8,17,26.09,26.17,19.35,89.56,32.66,98.07,2.58
2022,8,18,25.52,25.73,18.31,87.38,24.74,97.84,4.04
2022,8,19,24.57,24.81,15.87,81.12,0.0,97.81,2.54
2022,8,20,26.33,26.32,19.65,89.25,11.64,97.56,3.2
2022,8,21,25.86,26.26,18.74,87.69,15.53,97.59,2.38
2022,8,22,27.02,27.06,19.65,85.88,5.76,97.7,2.54
2022,8,23,27.52,27.73,20.08,85.62,6.63,97.75,2.02
2022,8,24,25.62,26.12,17.82,84.81,0.34,97.82,3.19
2022,8,25,26.1,26.42,17.88,82.38,6.72,97.71,2.27
2022,8,26,25.25,25.19,15.69,76.94,0.73,97.74,1.79
2022,8,27,24.98,25.01,15.99,79.5,0.32,97.84,2.03
2022,8,28,22.24,22.41,14.04,82.62,0.2,98.32,4.76
2022,8,29,23.12,23.35,14.71,82.5,0.26,98.69,2.8
2022,8,30,24.75,25.04,17.94,89.69,10.39,98.37,2.87
2022,8,31,26.73,26.62,19.71,87.94,6.1,98.0,3.59
2022,9,1,24.72,24.7,18.92,94.56,32.97,98.2,3.13
2022,9,2,24.47,24.81,17.09,88.0,19.41,98.54,3.09
2022,9,3,25.51,25.44,17.76,85.88,9.36,98.58,1.38
2022,9,4,25.84,26.03,18.13,86.0,1.17,98.54,2.7
2022,9,5,25.45,25.51,17.64,85.62,1.98,98.44,4.2
2022,9,6,25.84,25.67,18.43,86.75,9.37,97.98,6.65
2022,9,7,22.6,22.93,14.28,82.31,1.2,98.43,4.95
2022,9,8,23.29,23.61,15.99,87.62,5.33,98.5,3.36
2022,9,9,23.2,23.56,16.3,90.12,24.19,98.54,2.48
2022,9,10,24.72,25.06,17.09,86.69,1.26,98.6,2.1
2022,9,11,25.6,25.53,15.81,77.19,0.0,98.52,1.71
2022,9,12,25.52,25.63,17.09,82.81,0.1,98.48,2.11
2022,9,13,25.72,25.7,17.7,84.75,0.06,98.56,2.52
2022,9,14,25.62,25.51,18.13,86.88,0.5,98.57,2.05
2022,9,15,24.71,24.91,16.54,84.38,0.15,98.46,3.13
2022,9,16,23.29,23.47,15.14,83.81,0.01,98.34,3.67
2022,9,17,23.94,23.94,17.27,90.5,3.42,98.21,5.95
2022,9,18,26.31,26.07,19.29,87.75,5.17,97.72,7.33
2022,9,19,26.08,25.46,18.74,85.31,31.78,96.56,10.84
2022,9,20,18.26,18.65,10.86,79.81,13.22,97.47,8.73
2022,9,21,17.25,17.61,10.07,80.88,0.09,98.47,5.45
2022,9,22,19.78,20.06,12.94,88.69,4.19,98.7,4.1
2022,9,23,21.15,21.05,15.32,95.19,37.6,98.23,3.89
2022,9,24,20.07,20.03,11.9,79.75,0.22,98.31,4.87
2022,9,25,19.16,19.08,10.86,78.06,0.0,98.58,2.25
2022,9,26,22.33,21.95,13.73,81.06,0.01,98.65,1.56
2022,9,27,21.5,21.59,14.4,88.75,14.03,98.43,2.95
2022,9,28,20.13,20.47,13.12,87.81,1.05,98.17,3.59
2022,9,29,20.15,20.41,12.45,83.88,0.18,98.35,2.97
2022,9,30,20.2,20.25,12.57,84.31,0.02,98.62,2.41
2022,10,1,21.06,20.56,12.57,80.81,0.0,98.81,1.63
2022,10,2,20.88,20.47,12.15,79.06,0.03,99.09,2.06
2022,10,3,21.31,21.3,13.61,85.75,0.12,99.11,3.05
2022,10,4,22.17,22.2,14.77,87.06,2.71,98.5,4.23
2022,10,5,17.19,17.55,10.44,83.38,2.97,98.58,6.45
2022,10,6,15.57,15.72,8.73,78.31,0.04,98.88,4.02
2022,10,7,15.74,15.98,10.68,93.56,37.23,98.52,2.43
2022,10,8,15.16,15.21,8.79,81.44,0.76,99.06,5.15
2022,10,9,15.76,15.87,10.25,90.19,21.72,99.03,4.52
2022,10,10,18.33,18.32,11.84,86.56,16.3,98.16,4.94
2022,10,11,13.89,14.19,7.63,77.19,0.01,98.78,4.18
2022,10,12,15.21,15.19,9.03,83.0,0.0,99.34,4.19
2022,10,13,16.73,16.62,10.07,85.12,0.0,99.26,2.69
2022,10,14,16.62,16.51,10.38,85.81,0.0,98.88,2.88
2022,10,15,17.8,17.52,11.41,88.31,0.0,98.82,2.63
2022,10,16,19.4,18.98,12.33,87.19,0.44,98.82,2.06
2022,10,17,18.41,18.18,12.51,92.56,8.26,98.33,2.29
2022,10,18,14.1,14.33,8.48,82.94,3.28,98.47,5.23
2022,10,19,12.1,12.23,6.41,73.38,0.0,99.09,4.62
2022,10,20,13.08,12.21,6.53,69.88,0.0,99.6,2.98
2022,10,21,14.29,13.34,7.75,75.62,0.0,99.65,2.6
2022,10,22,17.48,17.23,10.93,86.94,0.57,99.05,2.99
2022,10,23,16.28,16.4,9.83,84.62,2.42,98.4,3.5
2022,10,24,12.34,12.75,7.02,78.5,1.4,98.41,4.47
2022,10,25,11.05,11.11,6.59,79.88,3.19,98.96,4.63
2022,10,26,11.44,11.09,6.23,75.69,0.0,99.56,3.2
2022,10,27,12.29,10.15,6.47,72.69,0.0,99.5,1.31
2022,10,28,12.85,11.89,6.84,74.75,0.28,99.4,2.12
2022,10,29,12.0,12.15,6.84,78.62,0.0,99.36,4.81
2022,10,30,11.84,11.93,6.65,77.12,0.0,99.26,4.11
2022,10,31,12.94,13.12,8.0,85.69,2.67,99.28,2.97
2022,11,1,13.68,13.72,9.52,95.88,15.0,99.0,3.79
2022,11,2,14.57,14.25,9.09,87.19,0.01,98.87,2.24
2022,11,3,14.62,13.42,9.03,86.31,0.0,98.6,2.29
2022,11,4,12.48,12.29,7.87,86.56,0.09,98.51,3.57
2022,11,5,11.18,11.24,6.96,83.62,0.45,98.92,3.13
2022,11,6,10.26,9.85,5.74,74.44,0.0,99.28,3.38
2022,11,7,12.12,11.14,6.23,70.5,0.0,99.18,1.73
2022,11,8,11.65,10.87,6.9,81.38,0.01,99.25,3.3
2022,11,9,12.46,10.8,6.41,71.56,0.0,99.55,1.7
2022,11,10,13.4,11.22,7.32,76.31,0.0,99.47,2.09
2022,11,11,13.61,12.14,7.87,81.5,0.0,99.58,1.81
2022,11,12,14.08,13.72,9.16,88.69,0.02,99.32,2.88
2022,11,13,15.23,14.98,10.68,95.69,13.12,98.31,4.38
2022,11,14,10.93,11.06,6.41,77.69,0.05,98.41,5.18
2022,11,15,10.05,9.83,6.04,78.25,0.65,98.34,3.55
2022,11,16,9.44,9.1,5.92,79.62,2.1,98.78,3.61
2022,11,17,10.24,7.96,5.68,72.25,0.18,99.28,1.37
2022,11,18,10.54,8.72,5.68,71.94,0.0,99.53,1.88
2022,11,19,10.55,9.27,5.98,76.19,0.01,99.29,2.74
2022,11,20,10.95,10.69,7.87,93.94,13.76,98.92,4.73
2022,11,21,12.33,12.28,8.24,90.44,7.31,98.85,2.8
2022,11,22,11.67,11.12,7.87,90.06,0.01,99.01,3.18
2022,11,23,12.05,11.6,8.36,93.06,17.78,98.3,3.17
2022,11,24,11.47,11.3,7.08,83.38,0.53,98.59,4.98
2022,11,25,10.3,10.24,5.98,77.56,0.01,99.07,2.7
2022,11,26,12.61,12.27,8.36,90.19,1.07,98.58,2.92
2022,11,27,9.7,9.44,5.92,78.94,0.02,99.0,4.14
2022,11,28,11.49,10.91,6.77,79.56,0.54,99.35,3.07
2022,11,29,16.17,15.64,11.11,94.0,24.5,98.33,6.43
2022,11,30,10.66,10.71,6.59,80.06,2.65,98.71,6.2
2022,12,1,5.79,6.23,4.64,80.62,1.52,99.21,4.6
2022,12,2,4.49,4.26,4.21,80.12,2.1,99.48,3.84
2022,12,3,5.6,3.85,4.21,73.31,0.02,99.55,1.88
2022,12,4,6.59,5.73,5.07,82.88,1.0,99.25,3.57
2022,12,5,6.06,6.27,4.94,84.62,1.15,99.05,3.27
2022,12,6,5.54,5.54,4.39,78.56,1.15,98.81,4.39
2022,12,7,5.07,5.05,4.33,79.56,1.03,99.07,4.32
2022,12,8,6.24,5.69,4.7,79.44,0.3,99.23,3.73
2022,12,9,7.72,5.75,4.64,71.12,0.04,99.13,1.41
2022,12,10,9.12,6.73,4.88,67.0,0.01,98.73,1.23
2022,12,11,6.97,6.35,5.49,86.25,2.73,98.45,4.26
2022,12,12,5.59,5.4,4.27,75.69,0.14,98.89,3.76
2022,12,13,7.55,7.29,5.49,84.19,5.31,98.47,4.37
2022,12,14,3.07,3.31,3.54,74.0,2.11,98.74,7.21
2022,12,15,1.06,1.28,3.36,81.88,1.0,99.11,4.76
2022,12,16,3.15,2.86,4.09,85.88,1.6,99.26,4.14
2022,12,17,3.13,2.91,4.39,90.75,5.19,98.79,2.62
2022,12,18,-0.49,0.06,2.81,76.75,1.94,98.46,6.61
2022,12,19,-0.58,-0.12,2.81,78.88,0.83,99.03,5.87
2022,12,20,1.87,0.88,3.42,79.31,0.96,99.4,3.27
2022,12,21,3.88,2.94,4.21,81.31,3.38,98.58,3.04
2022,12,22,4.77,4.83,4.7,83.56,8.85,96.96,5.95
2022,12,23,-1.36,-0.78,2.32,66.62,0.57,97.23,8.98
2022,12,24,1.64,1.82,3.91,88.94,5.85,97.67,6.24
2022,12,25,2.88,2.87,4.15,86.94,4.89,98.24,5.36
2022,12,26,2.17,2.03,3.85,85.56,1.83,98.84,5.14
2022,12,27,3.33,2.42,3.91,81.31,0.46,99.36,3.22
2022,12,28,4.06,2.42,4.21,82.19,0.03,99.39,2.57
2022,12,29,2.38,1.85,3.66,81.81,0.72,99.49,4.28
2022,12,30,2.15,1.85,3.6,81.81,2.27,99.64,3.65
2022,12,31,2.48,2.16,3.72,82.81,1.24,99.49,3.66
2023,1,1,2.79,2.46,3.85,83.44,0.32,99.38,4.16
2023,1,2,3.15,2.87,4.15,86.44,2.86,99.28,3.88
2023,1,3,2.36,1.87,3.85,85.25,2.59,99.17,3.22
2023,1,4,2.38,2.32,3.85,86.0,5.95,99.23,4.45
2023,1,5,2.61,2.47,3.91,85.12,1.61,99.54,3.39
2023,1,6,3.55,2.89,3.91,78.94,0.66,99.12,2.63
2023,1,7,2.97,2.2,4.21,88.19,0.7,98.4,2.66
2023,1,8,4.28,3.63,4.64,88.69,0.8,99.06,3.2
2023,1,9,4.53,3.94,4.82,89.62,3.03,99.05,3.39
