-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 02/29/2024 
Location: Latitude  40.7304   Longitude -73.9981 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.17 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1981,3,19,-0.27,2.33,2.44,66.0,0.06,99.6,5.4
1981,3,20,-0.49,2.23,2.26,63.06,0.04,99.85,3.56
1981,3,21,2.01,3.05,3.11,71.5,0.0,100.71,5.99
1981,3,22,2.57,3.77,3.48,79.19,0.0,102.13,3.8
1981,3,23,3.5,3.77,3.6,74.88,0.01,101.61,2.84
1981,3,24,4.22,4.46,4.03,79.94,0.12,101.29,4.71
1981,3,25,3.6,3.91,4.27,88.5,0.6,101.83,3.57
1981,3,26,4.35,5.32,4.33,86.44,0.0,102.44,3.79
1981,3,27,6.76,5.73,4.88,81.25,1.37,101.62,7.49
1981,3,28,5.69,5.83,4.15,76.62,0.0,102.67,4.6
1981,3,29,9.29,7.54,5.8,80.62,0.22,101.68,7.4
1981,3,30,9.62,7.87,7.08,95.38,9.68,100.64,8.12
1981,3,31,11.19,8.37,6.53,80.62,2.37,101.29,5.24
1981,4,1,8.27,7.35,6.47,95.5,12.14,101.29,6.55
1981,4,2,8.8,7.35,5.43,78.31,0.14,100.97,6.91
1981,4,3,9.14,7.88,5.8,81.5,0.0,101.72,5.18
1981,4,4,10.32,8.72,7.2,93.25,1.43,101.66,8.53
1981,4,5,10.64,8.94,7.69,97.0,16.26,101.07,8.13
1981,4,6,6.64,6.62,4.21,70.69,3.19,101.51,7.87
1981,4,7,6.19,6.55,3.97,70.75,0.0,102.57,5.45
1981,4,8,8.65,7.96,5.55,82.12,0.0,102.38,7.26
1981,4,9,10.86,9.31,7.2,90.0,1.85,101.63,7.7
1981,4,10,9.55,8.39,5.0,70.69,0.0,102.5,5.14
1981,4,11,11.4,9.47,7.51,87.88,5.23,101.66,6.6
1981,4,12,9.13,8.62,5.8,81.12,6.29,101.99,6.01
1981,4,13,5.94,7.26,4.21,76.12,5.3,103.11,6.29
1981,4,14,8.48,7.83,6.23,90.5,20.1,102.22,7.98
1981,4,15,5.43,6.73,3.42,63.25,0.07,103.02,8.44
1981,4,16,6.95,7.44,3.97,64.12,0.0,103.08,4.91
1981,4,17,10.63,9.56,7.32,92.19,0.4,101.61,5.84
1981,4,18,13.09,10.94,7.51,81.0,0.09,101.0,6.79
1981,4,19,8.72,8.8,4.82,70.62,0.02,101.7,4.66
1981,4,20,8.0,8.55,4.58,69.62,0.06,101.24,6.29
1981,4,21,4.23,6.89,2.93,60.0,0.0,102.12,7.34
1981,4,22,6.71,8.22,3.91,64.62,0.01,102.03,4.23
1981,4,23,10.32,9.97,7.39,93.62,7.63,100.53,4.52
1981,4,24,12.14,10.76,7.51,84.75,11.52,99.22,5.14
1981,4,25,8.39,8.93,5.07,75.25,0.03,100.16,7.05
1981,4,26,9.25,9.63,5.43,76.75,0.0,101.28,4.7
1981,4,27,11.57,10.72,6.16,74.81,0.99,101.35,2.62
1981,4,28,12.43,11.47,7.32,82.56,2.14,101.23,3.59
1981,4,29,14.61,12.6,9.46,91.12,4.02,100.26,5.79
1981,4,30,11.99,11.3,7.14,82.81,0.35,100.74,3.37
1981,5,1,10.83,10.83,6.59,82.06,2.65,100.61,2.0
1981,5,2,10.5,10.44,6.53,83.62,9.29,100.85,3.97
1981,5,3,11.69,11.04,6.35,76.06,0.0,101.45,6.34
1981,5,4,12.47,11.69,6.59,75.62,0.03,101.46,6.45
1981,5,5,11.94,11.87,7.63,88.56,0.04,101.37,3.02
1981,5,6,13.55,12.43,8.24,85.19,0.21,100.73,4.09
1981,5,7,9.86,10.54,4.82,64.69,0.0,101.47,6.06
1981,5,8,9.86,10.8,5.37,73.69,0.0,102.35,3.83
1981,5,9,10.31,10.85,5.98,79.06,0.0,102.39,3.7
1981,5,10,11.69,12.04,7.93,93.62,6.51,101.94,4.37
1981,5,11,13.05,12.38,8.91,96.06,22.35,101.27,7.81
1981,5,12,14.44,13.42,9.34,91.19,15.53,100.71,6.73
1981,5,13,12.59,12.24,6.59,74.31,0.01,101.4,5.63
1981,5,14,13.73,13.38,8.48,88.0,4.52,101.39,4.16
1981,5,15,14.03,13.38,9.58,96.25,9.15,100.92,6.77
1981,5,16,14.55,13.58,8.36,82.0,7.67,100.79,4.95
1981,5,17,12.73,12.59,6.16,69.69,0.0,101.6,5.48
1981,5,18,11.71,12.27,5.37,63.88,0.04,101.72,3.95
1981,5,19,11.21,12.08,5.43,67.31,0.42,101.47,2.95
1981,5,20,13.81,13.38,6.23,66.31,0.0,101.46,2.55
1981,5,21,13.62,13.41,6.71,70.0,0.0,101.41,2.67
1981,5,22,15.66,14.69,7.08,64.56,0.0,101.14,2.55
1981,5,23,15.09,14.51,7.63,72.94,0.0,101.35,4.52
1981,5,24,16.8,15.55,8.67,74.56,0.0,101.29,4.81
1981,5,25,17.8,16.62,9.89,79.06,0.0,101.32,4.89
1981,5,26,19.62,17.68,11.35,81.38,0.03,101.3,4.23
1981,5,27,18.05,17.29,10.99,86.75,0.2,101.46,5.26
1981,5,28,17.05,16.76,11.17,92.94,3.14,101.22,5.55
1981,5,29,17.11,16.52,11.47,94.75,3.3,100.8,5.34
1981,5,30,19.37,18.37,11.6,83.94,0.23,100.78,3.58
1981,5,31,19.03,17.94,10.56,77.62,0.4,100.82,5.02
1981,6,1,16.49,17.02,7.87,69.44,0.0,101.97,3.69
1981,6,2,15.61,16.12,9.83,90.25,13.24,101.93,3.85
1981,6,3,16.76,17.24,10.8,91.75,2.03,101.47,3.95
1981,6,4,20.58,19.06,12.76,85.31,0.89,100.81,4.84
1981,6,5,20.55,19.15,11.17,75.62,0.03,100.87,3.69
1981,6,6,20.97,19.45,12.7,81.75,0.17,100.11,5.56
1981,6,7,19.01,18.4,9.77,72.06,0.02,100.31,5.74
1981,6,8,17.89,18.58,8.54,67.62,0.01,100.75,4.16
1981,6,9,21.09,19.72,12.57,80.62,3.08,99.53,7.11
1981,6,10,18.74,18.69,10.93,80.81,3.08,100.14,4.87
1981,6,11,19.69,19.55,9.95,71.81,0.04,100.94,4.99
1981,6,12,20.23,20.05,10.38,72.06,0.38,101.5,3.84
1981,6,13,20.72,20.67,10.99,74.25,0.01,101.65,3.09
1981,6,14,18.51,19.23,11.66,88.69,19.01,101.7,3.77
1981,6,15,20.34,21.1,12.63,85.56,0.11,101.5,2.88
1981,6,16,23.94,22.91,15.01,82.31,0.13,101.16,4.54
1981,6,17,23.09,22.03,12.7,73.38,0.0,101.16,4.64
1981,6,18,20.11,20.83,10.56,73.56,0.0,101.85,3.74
1981,6,19,20.76,21.27,12.51,83.19,0.91,101.64,4.18
1981,6,20,21.92,21.45,15.2,93.31,25.73,101.09,5.07
1981,6,21,22.42,22.34,13.55,81.38,0.74,100.98,3.95
1981,6,22,23.27,22.53,14.95,84.0,7.62,100.39,7.39
1981,6,23,21.44,21.58,10.5,67.0,0.03,101.23,5.31
1981,6,24,20.84,21.35,11.78,77.75,8.98,101.97,4.32
1981,6,25,23.08,22.43,15.69,89.62,17.48,101.13,6.72
1981,6,26,20.6,21.2,9.58,64.38,0.81,101.13,6.97
1981,6,27,20.08,21.04,8.79,62.06,0.0,101.93,3.93
1981,6,28,21.89,21.94,9.16,59.12,0.0,102.31,2.9
1981,6,29,22.67,22.42,9.09,54.94,0.0,102.28,3.15
1981,6,30,20.89,21.74,11.41,75.44,0.34,102.03,5.02
1981,7,1,21.52,21.75,14.28,90.75,7.31,102.37,6.85
1981,7,2,21.92,22.07,14.28,88.94,9.18,102.62,6.65
1981,7,3,22.15,22.55,14.34,87.94,1.93,102.42,3.98
1981,7,4,21.74,21.76,14.89,92.56,38.1,101.55,5.73
1981,7,5,22.94,22.93,14.83,85.44,1.82,100.92,5.58
1981,7,6,23.94,23.69,14.71,80.44,0.06,100.98,3.31
1981,7,7,24.85,24.01,14.04,73.38,0.0,101.25,4.02
1981,7,8,25.89,24.61,15.08,73.88,0.0,101.36,4.54
1981,7,9,26.76,25.27,16.3,74.94,0.02,100.93,4.94
1981,7,10,25.87,24.99,15.56,75.94,0.0,101.0,2.95
1981,7,11,25.17,24.4,11.9,61.62,0.0,101.41,3.38
1981,7,12,25.28,24.73,11.72,60.0,0.04,101.52,3.49
1981,7,13,24.78,23.98,14.04,72.5,0.72,100.83,5.37
1981,7,14,24.23,23.87,12.08,65.06,0.0,100.4,7.01
1981,7,15,22.77,23.53,10.86,64.12,0.0,100.85,4.72
1981,7,16,23.45,23.94,10.74,61.19,0.0,101.04,4.39
1981,7,17,23.68,24.33,11.78,65.94,0.0,101.26,3.77
1981,7,18,23.98,24.65,13.31,73.31,0.27,101.47,2.99
1981,7,19,25.23,25.05,13.24,68.12,0.01,101.41,2.71
1981,7,20,23.96,23.64,16.05,86.5,22.22,100.97,6.52
1981,7,21,25.63,24.86,16.6,81.31,7.12,100.29,5.34
1981,7,22,23.92,24.02,12.94,70.75,0.03,100.91,4.5
1981,7,23,21.8,23.0,8.73,56.0,0.0,101.81,3.66
1981,7,24,21.9,22.58,9.4,59.31,0.01,102.26,2.66
1981,7,25,22.57,22.83,11.17,66.81,0.46,102.3,3.82
1981,7,26,23.33,23.18,14.71,83.31,9.18,101.95,4.72
1981,7,27,24.59,23.89,14.04,73.94,4.66,101.55,5.8
1981,7,28,22.09,22.95,11.11,67.94,0.1,101.78,5.09
1981,7,29,23.94,23.73,13.85,75.0,3.8,100.88,6.55
1981,7,30,22.01,22.61,9.58,60.06,0.0,101.8,4.24
1981,7,31,22.81,23.32,10.31,61.88,0.0,102.49,2.8
1981,8,1,22.14,23.12,10.38,65.38,0.0,102.48,3.45
1981,8,2,22.89,23.55,11.23,67.06,0.0,101.82,4.52
1981,8,3,23.34,23.69,13.0,74.06,0.87,101.44,5.0
1981,8,4,24.47,24.5,14.16,75.88,1.07,101.34,3.12
1981,8,5,25.0,24.42,13.73,70.56,1.19,101.03,5.38
1981,8,6,23.07,22.99,11.17,64.62,0.01,100.93,5.34
1981,8,7,22.8,23.58,11.84,69.25,0.01,100.76,3.73
1981,8,8,22.31,22.3,14.95,89.38,16.78,100.87,4.52
1981,8,9,23.48,23.78,14.4,81.12,0.98,101.3,3.96
1981,8,10,24.48,24.05,13.18,71.12,1.41,101.8,3.17
1981,8,11,24.0,23.74,14.77,80.38,2.16,101.64,4.2
1981,8,12,22.69,22.68,14.1,83.19,2.7,101.4,2.42
1981,8,13,23.48,23.27,11.41,65.44,0.08,101.56,3.59
1981,8,14,23.62,23.5,13.0,73.31,0.78,101.72,2.88
1981,8,15,23.48,22.97,14.71,82.44,2.55,101.2,5.8
1981,8,16,23.83,23.36,13.43,73.62,3.77,100.52,5.23
1981,8,17,20.34,21.48,8.42,57.75,0.0,101.1,6.95
1981,8,18,20.42,21.73,7.69,53.81,0.0,101.7,3.68
1981,8,19,20.49,21.44,9.22,63.0,0.0,101.97,3.03
1981,8,20,20.4,21.27,9.4,64.62,0.0,101.8,7.4
1981,8,21,20.9,21.89,9.46,63.81,0.0,102.05,4.71
1981,8,22,20.35,21.06,9.52,65.69,0.1,102.26,2.06
1981,8,23,21.22,21.83,9.83,64.81,0.18,101.48,4.16
1981,8,24,21.48,21.66,10.56,67.19,0.52,101.27,4.31
1981,8,25,20.29,21.29,10.31,71.25,0.0,101.77,5.21
1981,8,26,19.51,21.3,9.64,69.62,0.28,101.95,3.45
1981,8,27,21.56,21.94,11.6,74.38,0.15,101.64,4.86
1981,8,28,21.44,22.12,12.57,81.06,0.06,102.14,2.66
1981,8,29,21.2,21.81,13.12,85.62,0.17,102.35,3.66
1981,8,30,20.91,21.31,13.12,86.31,3.66,102.01,3.7
1981,8,31,21.43,21.81,13.79,88.31,4.27,101.78,4.35
1981,9,1,21.58,21.51,14.34,90.25,11.4,101.57,4.06
1981,9,2,21.1,21.66,12.82,84.19,0.01,101.71,4.59
1981,9,3,20.54,21.3,11.72,79.62,0.25,101.84,4.87
1981,9,4,20.02,21.06,10.74,75.31,0.1,101.82,4.44
1981,9,5,19.75,20.87,7.75,55.75,0.0,101.77,2.87
1981,9,6,20.4,21.27,10.07,68.56,0.86,101.85,2.5
1981,9,7,20.4,20.84,11.54,78.25,6.63,101.74,3.82
1981,9,8,20.28,20.28,13.12,88.81,15.63,100.91,5.88
1981,9,9,18.74,19.87,9.09,69.25,1.78,100.74,5.4
1981,9,10,18.85,19.92,8.61,64.69,0.0,101.31,4.87
1981,9,11,21.37,21.26,11.11,71.0,0.0,101.26,3.97
1981,9,12,22.87,21.97,12.02,70.81,0.09,101.13,4.57
1981,9,13,21.99,21.56,10.38,64.5,0.01,101.25,3.61
1981,9,14,23.01,21.99,11.47,66.88,1.93,100.95,4.93
1981,9,15,20.62,20.5,13.24,87.69,16.41,100.9,2.75
1981,9,16,17.89,18.76,11.47,90.19,22.13,101.09,7.27
1981,9,17,17.9,19.19,9.83,78.38,0.63,101.72,3.63
1981,9,18,18.07,18.77,9.64,76.0,3.02,101.61,5.27
1981,9,19,17.04,18.5,8.48,71.0,2.7,100.53,7.34
1981,9,20,17.69,18.46,8.3,67.25,0.02,100.78,7.02
1981,9,21,16.92,18.28,7.81,66.81,0.04,101.63,3.68
1981,9,22,19.73,19.44,11.72,83.0,2.46,101.24,6.11
1981,9,23,13.78,16.89,6.84,71.06,0.75,101.27,9.3
1981,9,24,13.62,16.46,6.77,71.06,0.03,101.45,10.27
1981,9,25,16.64,17.62,7.69,67.38,0.0,102.07,4.18
1981,9,26,16.63,17.76,8.67,75.38,0.1,102.18,2.84
1981,9,27,19.8,19.33,11.23,79.94,0.18,101.47,6.74
1981,9,28,17.16,17.65,7.87,65.19,0.14,101.23,7.28
1981,9,29,13.53,16.05,5.13,54.62,0.0,101.82,6.53
1981,9,30,13.39,15.61,5.43,58.81,0.24,101.84,6.27
1981,10,1,15.27,16.47,8.24,72.69,4.74,100.85,3.63
1981,10,2,14.82,16.12,8.18,77.12,8.04,100.14,6.21
1981,10,3,11.99,15.05,5.86,68.0,0.01,100.84,8.47
1981,10,4,13.12,15.17,5.92,65.38,0.0,101.55,6.09
1981,10,5,16.63,16.64,8.3,71.06,2.75,101.46,4.08
1981,10,6,17.02,16.74,10.62,87.75,3.27,100.72,5.09
1981,10,7,13.85,15.41,6.47,66.19,0.03,100.1,9.89
1981,10,8,12.68,14.89,5.92,65.94,0.0,100.67,9.09
1981,10,9,11.73,14.3,5.68,68.44,0.0,101.58,6.23
1981,10,10,11.1,13.7,4.82,61.06,0.01,102.22,3.38
1981,10,11,11.52,13.66,4.7,57.81,0.0,102.4,3.43
1981,10,12,10.33,12.99,4.88,64.38,0.0,102.79,4.32
1981,10,13,10.87,12.96,4.76,61.56,0.0,103.12,4.01
1981,10,14,12.07,13.33,5.25,61.81,0.0,102.97,3.12
1981,10,15,12.32,13.57,6.29,72.62,0.0,102.21,1.97
1981,10,16,13.12,13.98,6.29,67.88,0.01,101.18,5.61
1981,10,17,11.47,13.19,4.76,60.06,0.0,101.71,4.85
1981,10,18,13.8,13.89,8.0,80.81,14.14,100.93,8.52
1981,10,19,10.34,12.59,5.25,67.31,0.65,101.06,7.93
1981,10,20,9.36,12.01,4.33,61.31,0.0,102.46,6.45
1981,10,21,13.14,13.31,6.77,74.56,0.03,102.59,5.97
1981,10,22,14.35,13.86,9.09,91.44,6.47,102.41,5.27
1981,10,23,14.91,14.52,9.7,91.81,12.26,101.54,7.58
1981,10,24,8.15,11.31,4.33,66.94,4.69,102.35,5.5
1981,10,25,10.72,12.05,6.04,76.19,7.86,102.75,4.72
1981,10,26,14.48,14.29,9.58,94.75,21.6,102.07,3.78
1981,10,27,15.97,14.83,10.99,98.0,10.81,101.44,5.57
1981,10,28,14.15,13.73,8.42,83.94,1.47,101.4,6.62
1981,10,29,9.18,11.23,5.55,79.06,0.05,102.84,6.48
1981,10,30,9.58,11.37,5.74,80.12,0.06,103.28,6.39
1981,10,31,10.03,11.38,6.04,81.62,0.01,103.48,5.91
1981,11,1,11.69,12.08,6.9,82.62,0.02,102.88,3.3
1981,11,2,12.38,12.48,7.32,83.31,0.02,102.0,4.48
1981,11,3,10.63,11.12,5.13,66.75,0.0,102.25,4.62
1981,11,4,11.24,11.15,5.25,66.25,0.0,102.08,3.31
1981,11,5,11.43,11.61,7.2,87.38,0.83,101.74,3.23
1981,11,6,12.61,12.23,7.45,80.69,12.28,99.88,7.73
1981,11,7,6.18,9.3,4.15,70.56,0.03,100.04,9.8
1981,11,8,7.8,9.56,4.82,74.62,0.0,101.49,6.16
1981,11,9,9.03,10.04,5.92,84.31,0.87,102.19,4.98
1981,11,10,6.35,9.35,4.64,79.12,0.54,102.76,4.71
1981,11,11,9.35,10.03,5.43,76.0,0.06,102.01,3.48
1981,11,12,4.61,7.91,3.54,68.81,0.0,102.53,7.7
1981,11,13,5.51,8.01,3.6,66.31,0.0,102.61,6.66
1981,11,14,7.96,9.34,4.76,73.0,0.26,101.86,8.91
1981,11,15,9.17,10.17,6.41,88.38,5.64,100.35,10.97
1981,11,16,9.33,10.12,6.84,93.38,7.4,100.24,5.27
1981,11,17,8.26,9.58,6.23,91.25,5.64,100.1,4.16
1981,11,18,8.85,9.62,5.8,81.69,3.14,99.95,8.83
1981,11,19,8.13,8.83,5.37,81.12,0.48,100.9,5.64
1981,11,20,10.48,9.68,7.57,94.94,10.63,99.9,5.62
1981,11,21,6.28,8.13,4.39,74.44,0.08,99.95,9.17
1981,11,22,4.36,7.03,3.72,72.81,0.01,101.05,7.21
1981,11,23,3.09,6.22,3.23,69.31,0.02,101.6,5.6
1981,11,24,2.76,6.11,3.17,69.0,0.65,101.48,3.2
1981,11,25,1.92,5.78,3.3,76.5,0.02,101.5,8.67
1981,11,26,2.43,5.96,3.3,74.25,0.01,101.97,3.96
1981,11,27,7.65,7.84,5.49,85.12,0.92,100.86,6.43
1981,11,28,4.33,6.37,3.97,78.06,0.47,101.12,7.23
1981,11,29,3.77,6.26,3.48,71.44,0.1,101.5,8.88
1981,11,30,1.77,5.15,3.05,71.75,8.38,101.88,7.3
1981,12,1,3.68,5.5,4.15,81.56,10.07,101.75,4.95
1981,12,2,9.4,8.52,7.14,95.94,18.63,100.48,6.95
1981,12,3,4.43,6.05,4.58,88.19,0.28,101.04,5.33
1981,12,4,5.61,6.33,4.39,78.62,1.58,101.49,3.42
1981,12,5,4.4,6.07,4.33,83.19,0.9,101.13,8.4
1981,12,6,0.6,4.53,2.75,69.88,0.15,100.43,14.08
1981,12,7,2.88,5.04,3.78,80.5,0.13,100.49,8.2
1981,12,8,4.1,5.64,4.7,91.19,8.62,99.78,5.64
1981,12,9,0.3,4.15,2.99,76.38,0.19,100.09,10.26
1981,12,10,-0.52,3.77,2.69,73.62,0.03,100.12,8.91
1981,12,11,0.54,3.96,3.11,79.25,0.27,100.67,6.96
1981,12,12,1.24,3.97,3.23,79.56,0.08,101.77,6.79
1981,12,13,0.35,3.61,2.93,77.69,0.04,102.42,4.41
1981,12,14,0.86,3.49,3.36,84.06,24.07,102.19,2.88
1981,12,15,2.87,4.54,4.52,96.56,30.01,100.53,6.8
1981,12,16,1.05,3.51,3.6,87.56,6.35,100.73,10.05
1981,12,17,-0.13,2.52,3.11,83.88,0.67,101.93,4.73
1981,12,18,-0.17,2.62,3.42,92.06,0.32,101.22,5.56
1981,12,19,-5.06,0.4,2.14,88.38,0.06,101.53,8.21
1981,12,20,-5.19,0.55,2.14,89.69,0.03,102.07,7.94
1981,12,21,-2.81,1.17,2.38,81.25,0.15,102.35,5.7
1981,12,22,2.26,4.03,4.03,90.5,1.42,101.43,6.51
1981,12,23,4.83,4.7,5.07,93.81,1.45,100.85,7.48
1981,12,24,2.46,4.08,3.66,83.0,0.04,102.06,4.16
1981,12,25,1.54,3.6,3.23,77.06,1.6,102.11,3.66
1981,12,26,1.55,3.25,2.99,71.5,0.86,102.0,3.38
1981,12,27,3.82,4.81,4.7,94.0,4.45,101.06,5.96
1981,12,28,2.81,4.51,3.54,78.5,0.12,101.62,3.62
1981,12,29,3.02,4.73,3.91,83.31,0.83,101.68,7.77
1981,12,30,0.31,3.48,2.69,72.31,0.0,102.95,4.71
1981,12,31,2.22,3.72,3.3,74.88,7.52,102.85,4.38
1982,1,1,4.53,5.07,4.94,94.12,14.85,100.97,9.51
1982,1,2,-0.66,3.01,2.62,74.19,0.02,102.59,8.05
1982,1,3,1.67,3.62,2.99,69.69,7.83,102.7,3.62
1982,1,4,8.78,7.12,6.84,95.75,48.08,100.57,11.84
1982,1,5,2.3,4.23,3.17,71.44,0.0,101.14,10.31
1982,1,6,4.02,4.36,4.21,83.69,0.43,101.49,6.07
1982,1,7,3.43,4.33,4.09,84.0,0.61,101.17,5.74
1982,1,8,-2.19,1.96,2.14,68.81,0.0,101.71,8.05
