-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  49.2237   Longitude -123.1636 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 62.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,1986,5.61,4.4,7.4,8.1,10.76,13.91,14.4,16.07,12.71,10.16,7.05,5.13,9.68
TS,1987,4.96,6.21,7.33,9.19,11.8,13.51,14.51,14.56,13.48,10.44,8.43,4.96,9.97
TS,1988,4.39,5.52,6.8,9.04,11.3,13.01,15.01,14.62,13.16,10.67,7.49,5.26,9.7
TS,1989,4.37,2.24,5.61,9.4,12.23,15.05,16.02,16.19,14.15,10.12,7.31,5.55,9.9
TS,1990,5.41,4.06,6.5,9.69,12.21,14.28,17.26,16.5,15.3,9.78,7.35,3.46,10.19
TS,1991,3.23,6.0,5.74,8.66,11.8,13.57,16.21,16.43,14.3,10.0,7.19,6.06,9.95
TS,1992,5.96,6.88,8.75,10.1,13.34,16.13,17.76,16.8,13.28,10.67,7.18,4.19,10.94
TS,1993,2.39,4.21,7.01,9.16,13.26,15.73,16.23,17.08,14.67,11.17,6.27,5.24,10.24
TS,1994,6.24,4.91,7.23,10.02,13.1,14.21,17.09,17.85,15.14,10.57,6.26,5.14,10.69
TS,1995,4.82,5.83,7.02,9.37,13.46,15.79,17.39,15.61,15.99,10.26,7.77,5.28,10.74
TS,1996,4.33,4.75,6.83,9.27,10.99,14.25,16.87,16.69,13.58,9.81,6.32,3.76,9.8
TS,1997,4.11,4.99,6.27,8.75,12.83,14.91,16.69,17.63,15.16,10.25,8.37,6.05,10.53
TS,1998,5.09,6.63,7.62,9.31,12.88,15.63,18.09,18.19,15.24,10.62,8.38,5.32,11.11
TS,1999,5.31,5.85,6.45,8.35,10.7,13.49,15.82,17.37,14.05,9.85,7.81,5.85,10.1
TS,2000,4.62,5.41,6.6,9.22,11.15,14.57,16.44,16.34,14.38,10.57,6.44,4.9,10.07
TS,2001,5.26,4.76,6.65,8.33,11.44,14.13,16.46,16.69,14.33,9.96,7.89,5.23,10.12
TS,2002,5.01,5.28,5.23,8.39,11.15,14.83,17.01,16.23,14.0,10.04,7.87,6.36,10.14
TS,2003,6.45,5.48,7.24,8.87,11.83,15.68,17.73,18.0,14.75,11.33,5.81,5.55,10.76
TS,2004,4.64,5.72,7.4,10.2,13.08,15.98,17.78,17.45,13.63,10.98,7.41,6.05,10.87
TS,2005,4.93,5.21,8.05,9.7,13.33,14.51,16.04,16.84,13.56,10.69,6.86,5.3,10.45
TS,2006,6.59,5.34,6.63,8.86,11.91,15.24,17.3,16.64,14.72,10.32,7.27,5.53,10.56
TS,2007,4.36,5.66,6.94,8.4,11.59,13.89,16.87,16.76,13.86,9.57,6.63,4.98,9.98
TS,2008,4.09,5.02,5.86,7.2,11.46,13.35,16.26,16.11,13.94,9.79,8.14,3.91,9.61
TS,2009,3.79,4.55,5.31,8.25,11.23,15.15,17.47,16.4,14.69,10.01,7.69,4.02,9.9
TS,2010,6.15,6.63,7.14,8.69,11.19,13.63,16.69,17.03,14.19,10.9,6.64,5.49,10.39
TS,2011,4.62,4.21,6.21,7.18,10.59,13.74,15.62,16.8,15.05,9.97,6.22,4.38,9.58
TS,2012,4.44,5.28,5.76,8.45,11.34,13.2,16.3,17.17,14.48,10.21,7.5,5.65,10.0
TS,2013,3.8,5.27,6.71,8.89,12.25,14.69,18.07,17.44,15.44,9.8,6.83,4.12,10.3
TS,2014,4.97,3.98,6.62,9.01,12.77,15.2,17.9,18.29,15.46,12.22,7.55,6.01,10.87
TS,2015,5.79,7.29,8.27,9.25,13.81,17.33,18.66,17.94,13.93,11.86,6.94,5.79,11.44
TS,2016,5.26,6.91,7.93,11.27,13.85,15.69,18.22,18.54,14.3,10.86,9.14,4.05,11.34
TS,2017,3.38,4.51,6.5,8.88,12.56,15.19,17.58,18.05,15.64,10.35,7.69,4.74,10.46
TS,2018,5.89,4.98,6.4,9.02,13.86,15.02,18.47,18.4,14.36,10.56,8.17,6.09,10.98
TS,2019,5.73,3.42,6.44,9.4,13.61,16.04,17.76,18.26,15.15,9.58,7.33,5.76,10.75
TS,2020,5.91,5.39,6.01,9.26,12.82,14.8,17.28,17.9,15.65,10.98,7.38,6.03,10.8
TS,2021,5.73,4.73,6.41,9.19,12.38,16.6,18.99,18.67,14.61,10.16,7.83,4.28,10.83
TS,2022,4.65,5.03,6.87,8.0,10.83,14.44,17.87,19.19,15.63,12.24,5.98,4.13,10.44
T2M,1981,5.95,5.56,7.98,8.56,12.2,13.59,17.21,19.34,15.03,10.37,7.98,4.27,10.71
T2M,1982,1.99,3.38,5.63,7.09,12.27,16.92,16.83,16.76,15.35,10.97,4.4,3.78,9.65
T2M,1983,5.33,5.78,7.98,9.81,13.85,14.8,16.36,17.35,13.94,10.34,7.26,-0.23,10.24
T2M,1984,3.89,5.75,7.63,8.56,10.37,13.73,16.81,16.52,13.92,9.37,6.01,0.77,9.45
T2M,1985,2.65,3.31,5.51,8.05,12.08,14.37,18.29,16.71,13.67,9.59,1.03,2.65,9.04
T2M,1986,5.44,3.8,7.78,7.98,11.53,15.46,15.44,18.55,13.69,11.53,6.6,4.3,10.22
T2M,1987,4.06,6.14,7.69,9.8,12.53,15.15,16.26,16.89,15.49,12.05,8.33,3.63,10.69
T2M,1988,3.11,5.05,6.65,9.21,11.73,14.0,16.63,16.68,14.51,11.85,6.81,4.62,10.08
T2M,1989,3.53,0.51,5.09,10.16,12.45,16.12,16.79,17.09,15.9,10.76,7.14,5.54,10.14
T2M,1990,4.86,2.8,6.62,10.12,12.37,14.83,18.84,18.45,16.87,9.65,7.01,0.93,10.32
T2M,1991,2.16,6.46,5.29,8.93,11.96,13.85,17.2,17.73,15.73,10.15,7.23,5.58,10.21
T2M,1992,5.75,7.1,9.69,10.37,14.19,16.81,18.55,18.15,13.84,11.19,6.51,2.29,11.22
T2M,1993,0.41,3.33,7.18,9.26,14.26,15.5,16.36,17.85,16.14,12.19,5.41,4.78,10.26
T2M,1994,6.3,3.9,7.48,10.36,13.29,14.61,18.37,18.53,16.34,10.87,5.08,4.03,10.81
T2M,1995,3.9,5.7,7.0,9.53,14.23,16.15,18.25,16.01,17.12,10.23,8.04,4.24,10.89
T2M,1996,2.49,4.12,6.82,9.54,10.96,14.58,18.22,17.58,14.16,9.81,5.65,1.91,9.67
T2M,1997,3.4,4.8,5.9,8.98,13.93,15.21,17.44,18.89,16.36,10.58,8.3,5.3,10.79
T2M,1998,3.87,6.4,7.41,9.57,12.92,15.85,18.98,18.76,16.51,10.93,8.12,3.87,11.12
T2M,1999,4.87,5.12,5.8,8.2,10.34,13.48,16.37,17.99,14.91,10.4,7.62,5.37,10.07
T2M,2000,3.36,4.71,6.24,9.25,11.22,15.22,16.92,16.9,15.02,10.84,5.87,3.66,9.94
T2M,2001,4.64,3.88,6.46,8.47,11.76,14.02,16.94,17.55,15.04,9.98,7.87,3.98,10.08
T2M,2002,4.31,4.76,4.21,8.56,11.19,15.65,17.87,17.59,14.98,10.62,8.28,5.65,10.33
T2M,2003,6.29,5.21,7.12,8.53,11.84,16.39,18.67,18.8,15.81,11.69,5.06,4.54,10.87
T2M,2004,3.75,5.42,7.3,11.08,13.58,16.73,19.12,18.92,14.23,11.4,7.11,5.39,11.19
T2M,2005,3.98,5.29,8.44,10.01,14.11,14.79,17.26,18.4,14.37,11.09,6.22,4.95,10.78
T2M,2006,6.28,4.34,6.32,9.11,12.64,15.99,18.26,17.6,15.85,10.83,6.14,4.85,10.73
T2M,2007,3.52,5.48,6.95,8.64,12.19,14.15,18.1,17.43,14.35,9.81,6.2,3.92,10.09
T2M,2008,2.97,5.01,5.27,6.79,12.17,13.67,16.95,17.15,14.9,10.12,8.21,1.77,9.59
T2M,2009,2.87,4.13,4.59,8.68,11.9,16.11,19.15,17.4,15.7,10.15,7.21,2.44,10.05
T2M,2010,6.39,6.75,7.15,8.63,11.16,13.78,17.56,17.65,14.73,11.33,5.25,4.6,10.44
T2M,2011,3.94,3.05,6.1,6.7,10.58,14.03,16.19,17.65,16.2,10.3,5.63,4.02,9.57
T2M,2012,3.65,4.97,5.36,8.92,11.66,13.37,16.93,18.4,15.74,10.42,7.31,4.54,10.12
T2M,2013,3.01,5.12,6.73,8.91,12.8,15.39,18.69,18.21,16.12,10.13,6.53,2.85,10.4
T2M,2014,4.75,2.56,6.56,9.26,13.5,15.38,18.9,19.44,16.54,12.9,6.98,5.52,11.08
T2M,2015,5.93,7.78,8.87,9.36,14.36,18.05,19.63,18.83,14.4,12.58,6.19,4.96,11.78
T2M,2016,4.91,7.01,8.08,11.81,14.3,15.76,18.18,19.15,14.61,11.08,9.1,1.84,11.33
T2M,2017,2.26,3.43,6.03,8.75,13.05,15.55,17.9,19.41,16.73,10.75,7.07,3.62,10.42
T2M,2018,5.48,3.76,6.33,9.26,14.54,15.15,19.6,19.16,14.79,11.11,8.23,5.26,11.11
T2M,2019,5.38,1.29,6.62,9.59,14.5,15.98,18.11,18.93,15.48,9.69,7.2,5.36,10.74
T2M,2020,5.25,4.89,5.58,9.45,13.55,14.9,17.6,18.13,16.62,11.06,7.16,5.57,10.83
T2M,2021,5.3,3.44,6.42,9.58,12.57,17.78,19.44,18.83,15.02,10.21,7.75,2.04,10.74
T2M,2022,4.23,4.56,7.05,7.76,10.73,15.16,18.87,20.08,16.62,13.25,4.95,2.47,10.52
QV2M,1981,5.13,4.76,5.19,5.68,6.84,7.57,9.4,9.95,8.18,6.53,5.92,4.64,6.65
QV2M,1982,4.09,4.27,4.58,4.82,6.29,8.73,8.79,8.79,8.36,6.65,4.52,4.39,6.23
QV2M,1983,5.0,5.19,5.55,5.49,7.32,8.12,8.61,8.97,7.51,6.35,5.74,3.3,6.47
QV2M,1984,4.52,5.07,5.49,5.43,6.16,7.69,8.85,8.67,7.57,6.1,5.31,3.54,6.23
QV2M,1985,3.85,4.21,4.52,5.31,6.59,7.39,9.16,8.18,7.2,6.16,3.48,3.91,5.86
QV2M,1986,5.07,4.21,5.55,5.37,6.71,8.06,8.36,9.77,7.57,6.71,5.25,4.64,6.47
QV2M,1987,4.46,5.0,5.37,5.86,6.77,8.0,8.48,8.61,7.93,6.29,5.92,4.27,6.41
QV2M,1988,4.21,4.64,4.94,5.8,6.59,7.32,8.48,8.67,7.69,7.2,5.68,4.58,6.35
QV2M,1989,4.39,3.3,4.7,5.8,6.84,8.48,8.91,9.28,7.93,6.59,5.62,5.0,6.41
QV2M,1990,4.82,4.09,4.88,5.98,6.96,8.3,9.83,9.58,8.61,6.29,5.62,3.78,6.59
QV2M,1991,3.85,5.37,4.52,5.43,6.77,7.75,9.09,10.07,8.48,5.98,5.68,5.0,6.47
QV2M,1992,5.13,5.37,5.62,6.1,7.14,9.09,10.01,9.46,7.57,6.9,5.31,3.97,6.84
QV2M,1993,3.54,3.78,5.13,6.04,7.87,8.42,8.97,9.46,8.18,6.96,4.7,4.52,6.47
QV2M,1994,5.43,4.33,5.13,6.23,7.08,7.75,9.22,9.46,8.85,6.47,4.76,4.58,6.65
QV2M,1995,4.64,4.88,4.88,5.49,7.32,8.42,9.52,8.79,8.85,6.65,6.04,4.58,6.65
QV2M,1996,4.21,4.33,4.76,6.16,6.35,7.69,9.7,9.46,7.87,6.41,5.19,4.03,6.35
QV2M,1997,4.46,4.58,4.94,5.55,7.63,8.48,9.64,10.38,9.09,6.96,5.98,4.94,6.9
QV2M,1998,4.7,5.19,5.31,5.49,7.39,8.79,10.68,10.01,8.85,6.96,6.04,4.64,7.02
QV2M,1999,4.88,4.88,4.88,5.07,5.92,7.69,8.91,10.13,7.81,6.29,5.86,4.88,6.47
QV2M,2000,4.33,4.64,4.88,5.68,6.53,8.3,9.4,9.28,8.24,6.71,4.76,4.33,6.41
QV2M,2001,4.64,4.15,5.07,5.43,6.35,7.51,8.91,9.77,8.48,6.35,5.86,4.52,6.41
QV2M,2002,4.7,4.52,4.33,5.49,6.35,8.24,9.34,9.16,8.0,6.29,5.86,5.13,6.47
QV2M,2003,5.37,4.52,5.37,5.74,6.71,8.48,9.52,9.46,8.42,7.39,4.52,4.76,6.71
QV2M,2004,4.7,4.82,5.37,5.92,7.32,8.54,9.77,10.07,8.36,7.08,5.55,5.0,6.9
QV2M,2005,4.7,4.46,5.68,6.1,7.81,8.36,9.4,9.64,8.0,7.2,5.19,4.7,6.77
QV2M,2006,5.55,4.15,4.94,5.68,6.77,8.67,9.52,9.09,8.3,6.35,5.49,4.76,6.59
QV2M,2007,4.33,5.0,5.37,5.55,6.59,7.81,9.83,9.28,8.12,6.59,5.13,4.52,6.53
QV2M,2008,4.09,4.7,4.64,4.76,6.84,7.39,8.85,9.22,8.0,6.41,6.16,3.91,6.23
QV2M,2009,4.09,4.21,4.33,5.19,6.47,8.18,9.77,9.28,8.3,6.23,5.74,3.85,6.29
QV2M,2010,5.31,5.31,5.25,5.62,6.41,7.75,9.16,9.34,8.67,7.08,5.0,4.76,6.65
QV2M,2011,4.46,3.97,5.07,4.88,6.35,7.87,8.85,9.4,8.79,6.71,4.88,4.39,6.29
QV2M,2012,4.33,4.64,4.7,5.74,6.29,7.63,9.46,9.77,8.3,6.65,5.68,4.76,6.47
QV2M,2013,4.15,4.82,5.0,5.62,7.2,8.54,9.95,10.25,9.4,6.29,5.19,4.03,6.71
QV2M,2014,4.7,3.78,5.19,5.8,7.57,8.42,10.01,10.38,8.79,8.12,5.31,5.0,6.96
QV2M,2015,5.07,5.68,5.86,5.68,7.93,9.22,9.95,9.83,8.12,7.69,5.0,4.88,7.08
QV2M,2016,4.88,5.43,5.62,6.71,7.57,8.54,10.01,10.13,8.24,7.14,6.53,3.85,7.08
QV2M,2017,3.72,4.15,5.25,5.86,7.14,8.42,9.46,10.5,9.03,6.53,5.62,4.21,6.65
QV2M,2018,5.19,4.27,4.88,5.86,7.81,8.24,10.01,9.95,8.42,6.77,5.98,4.94,6.9
QV2M,2019,4.82,3.36,4.76,5.92,7.81,8.48,9.7,10.07,8.97,6.04,5.43,5.0,6.71
QV2M,2020,5.13,4.58,4.58,5.62,7.26,8.36,9.4,9.77,9.46,7.08,5.49,5.13,6.84
QV2M,2021,4.94,4.21,4.82,5.49,6.9,9.22,10.13,10.25,8.67,6.71,5.92,4.03,6.77
QV2M,2022,4.7,4.52,5.37,5.13,6.53,8.54,10.5,11.17,9.03,7.87,4.52,4.15,6.84
RH2M,1981,88.19,82.0,79.19,81.62,77.94,79.25,77.31,71.81,78.25,83.44,88.06,88.0,81.25
RH2M,1982,91.0,85.75,80.81,78.31,72.44,73.88,74.69,75.06,78.0,81.25,85.31,87.25,80.31
RH2M,1983,89.94,89.5,83.56,73.5,75.0,78.44,75.69,74.38,76.25,81.94,89.06,84.44,80.94
RH2M,1984,87.56,88.19,85.19,79.25,79.44,79.44,75.38,75.19,77.0,81.19,90.06,86.19,82.0
RH2M,1985,83.81,86.25,81.06,80.25,75.12,74.06,71.25,70.94,75.25,83.0,78.31,85.19,78.69
RH2M,1986,90.12,81.62,84.62,80.94,79.69,74.88,77.56,74.62,78.31,80.38,85.31,88.56,81.38
RH2M,1987,86.0,84.94,82.25,78.44,76.19,75.5,74.62,73.38,73.94,73.19,86.31,84.19,79.06
RH2M,1988,86.62,84.75,81.75,80.56,77.75,74.94,73.81,74.5,76.19,83.25,91.5,86.44,81.0
RH2M,1989,88.56,81.81,84.75,76.62,77.12,75.31,76.0,77.56,72.19,81.94,89.12,89.12,80.88
RH2M,1990,88.44,86.38,81.0,78.44,78.31,79.56,73.62,73.69,73.44,84.81,88.75,87.69,81.12
RH2M,1991,85.5,89.25,81.44,77.94,78.81,79.31,75.69,80.38,77.31,75.38,88.56,88.31,81.44
RH2M,1992,88.44,85.88,76.38,77.81,71.69,77.06,76.5,73.81,77.44,82.69,88.0,87.06,80.19
RH2M,1993,87.06,75.94,81.94,83.94,78.19,77.25,78.5,75.56,72.44,79.69,82.12,84.0,79.75
RH2M,1994,91.56,84.38,79.94,80.62,75.19,75.81,71.88,72.38,77.69,80.81,86.31,87.38,80.31
RH2M,1995,89.62,83.5,78.0,74.75,73.88,75.12,74.25,78.19,74.06,85.56,89.06,86.44,80.19
RH2M,1996,87.31,82.31,77.44,82.81,77.94,75.38,75.12,76.75,78.94,84.25,88.31,89.25,81.31
RH2M,1997,88.44,85.31,85.44,78.62,77.5,79.81,78.81,77.56,79.25,86.94,87.25,89.56,82.88
RH2M,1998,88.94,86.0,82.38,74.5,80.19,79.38,79.19,75.56,76.5,85.94,89.69,89.12,82.25
RH2M,1999,89.69,89.0,85.06,75.88,76.56,80.5,77.75,79.12,75.31,80.94,88.81,88.19,82.19
RH2M,2000,89.12,86.5,83.62,79.06,79.69,78.0,78.94,78.25,78.19,83.12,82.44,86.19,81.94
RH2M,2001,87.88,82.0,84.75,78.62,75.06,76.5,75.62,79.38,80.44,83.75,87.75,88.75,81.69
RH2M,2002,89.12,84.81,82.56,80.12,77.19,76.0,74.12,74.38,76.62,78.88,85.5,88.75,80.62
RH2M,2003,89.88,82.5,84.94,82.75,78.06,74.5,72.44,71.0,76.69,84.94,81.5,89.38,80.75
RH2M,2004,90.69,86.5,85.0,73.75,76.69,73.69,72.56,75.62,83.19,84.25,88.31,89.12,81.62
RH2M,2005,87.25,80.5,82.62,79.94,79.06,80.12,77.81,74.38,79.38,87.5,87.75,83.88,81.69
RH2M,2006,92.94,79.06,82.56,79.88,75.12,77.62,74.12,73.81,75.56,78.81,89.81,87.75,80.62
RH2M,2007,86.56,88.75,85.69,79.62,76.06,78.75,77.31,76.12,80.69,86.94,85.81,88.88,82.56
RH2M,2008,85.56,87.0,84.06,77.5,77.81,76.88,75.12,76.75,77.44,83.69,90.12,86.56,81.5
RH2M,2009,87.31,82.31,80.56,75.31,75.94,73.31,72.06,75.75,76.0,80.5,90.38,82.12,79.25
RH2M,2010,88.31,86.69,83.31,80.38,78.12,79.62,74.06,75.31,83.69,84.75,86.88,87.69,82.38
RH2M,2011,86.5,81.94,86.62,80.75,80.56,79.69,77.94,75.75,77.81,86.31,85.06,86.31,82.12
RH2M,2012,86.06,85.94,83.31,81.31,74.75,80.12,79.31,74.88,75.88,84.88,87.75,89.62,81.94
RH2M,2013,86.62,88.5,81.94,80.0,79.06,79.5,75.12,79.5,82.31,82.5,84.75,83.88,81.94
RH2M,2014,88.19,80.19,85.56,81.25,79.69,78.5,74.94,74.75,76.56,87.56,81.38,86.06,81.25
RH2M,2015,87.56,86.38,82.0,78.31,78.5,72.56,71.69,73.94,80.0,85.06,82.81,88.62,80.62
RH2M,2016,88.0,87.75,84.06,78.75,75.81,76.88,77.69,74.56,80.56,86.44,90.12,86.19,82.19
RH2M,2017,80.81,83.94,89.12,84.0,77.25,77.69,75.62,75.44,76.31,82.12,87.62,84.88,81.19
RH2M,2018,92.31,83.06,82.62,81.19,77.12,77.56,71.94,73.19,81.44,83.0,87.31,87.94,81.56
RH2M,2019,86.06,79.06,77.38,81.0,76.94,75.94,76.12,75.25,81.81,80.06,84.38,89.69,80.31
RH2M,2020,90.06,85.69,80.56,77.0,76.06,79.38,76.12,76.12,81.31,84.31,86.25,90.31,81.94
RH2M,2021,88.88,84.38,80.69,75.25,76.94,73.44,73.12,76.06,82.5,86.19,90.06,87.75,81.25
RH2M,2022,90.06,84.88,86.44,78.88,81.5,80.5,78.12,76.81,77.62,83.25,82.75,88.06,82.44
WS10M,1981,2.75,3.03,2.66,3.06,2.02,2.27,1.7,1.38,2.21,2.66,3.52,3.88,2.59
WS10M,1982,3.41,3.33,2.61,2.87,1.98,1.55,1.63,1.6,1.8,2.93,3.21,3.52,2.53
WS10M,1983,3.41,3.56,3.12,2.06,2.02,2.17,1.95,1.52,2.13,1.97,4.02,3.93,2.65
WS10M,1984,2.98,3.45,2.42,3.06,2.44,1.91,1.72,1.56,2.16,2.95,3.78,3.29,2.64
WS10M,1985,2.41,3.17,3.01,2.59,2.02,2.07,1.45,1.55,1.98,3.12,3.95,2.68,2.49
WS10M,1986,3.87,3.25,2.8,2.64,2.25,1.81,1.77,1.41,1.82,1.67,3.31,3.56,2.51
WS10M,1987,3.72,3.33,2.85,2.43,2.28,1.75,1.71,1.43,1.55,1.68,3.09,3.87,2.47
WS10M,1988,3.83,3.04,3.12,2.54,2.23,1.8,1.66,1.45,1.84,1.84,3.8,3.08,2.52
WS10M,1989,3.2,3.53,3.26,2.24,2.11,1.84,1.88,1.49,1.67,2.37,3.01,2.38,2.41
WS10M,1990,3.82,3.73,2.62,2.11,2.33,2.17,1.69,1.48,1.45,3.2,3.48,4.09,2.67
WS10M,1991,3.23,3.08,2.85,2.48,2.25,2.05,1.56,1.7,1.48,2.31,3.19,3.47,2.47
