-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  38.8853   Longitude -77.0386 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 70.81 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,2004,5.29,4.41,4.51,4.48,3.43,3.13,3.09,3.08,3.63,3.37,4.09,4.73,3.94
WS10M,2005,4.69,4.17,4.57,4.38,3.74,3.27,2.82,2.79,3.3,4.23,4.59,4.09,3.88
WS10M,2006,4.91,4.8,4.61,4.16,3.77,3.34,2.85,3.12,3.73,4.37,4.26,4.03,3.99
WS10M,2007,4.75,5.15,4.93,4.84,3.43,3.02,3.19,2.83,3.23,3.65,4.2,4.19,3.95
WS10M,2008,4.41,4.73,4.96,4.07,4.26,3.02,2.7,3.08,3.67,3.92,4.04,4.74,3.97
WS10M,2009,4.19,5.2,4.35,4.68,3.73,3.29,3.0,2.67,3.77,4.12,4.27,4.69,3.98
WS10M,2010,5.04,5.27,4.92,3.91,3.87,3.35,2.95,3.03,3.8,4.31,4.09,5.47,4.16
WS10M,2011,4.24,4.96,4.82,5.11,3.59,3.08,2.73,3.69,3.11,4.02,4.16,3.94,3.95
WS10M,2012,4.8,4.52,4.3,4.38,3.47,3.55,2.86,2.74,3.27,3.98,3.95,4.29,3.84
WS10M,2013,4.17,4.73,5.06,4.55,4.03,3.41,3.11,3.02,3.16,3.82,4.56,3.89,3.95
WS10M,2014,4.73,4.3,4.98,4.55,3.54,3.16,3.2,2.89,3.22,4.32,4.52,4.04,3.95
WS10M,2015,4.63,4.97,4.34,4.57,3.38,3.6,2.79,3.01,3.38,4.14,3.98,3.71,3.87
WS10M,2016,4.82,5.04,4.46,4.54,3.18,3.52,2.77,2.98,3.77,4.1,4.17,4.52,3.98
WS10M,2017,4.69,4.84,5.28,4.45,4.4,3.73,3.04,2.89,3.39,3.88,4.09,4.05,4.05
WS10M,2018,4.98,4.48,5.53,4.98,3.49,3.3,3.23,2.95,3.6,3.97,4.47,3.87,4.06
WS10M,2019,4.89,4.14,4.59,4.62,3.78,3.73,2.68,2.73,3.23,4.27,4.26,3.8,3.89
WS10M,2020,4.52,4.38,4.34,5.09,4.5,3.48,2.76,3.01,3.26,3.48,4.2,4.47,3.95
WS10M,2021,4.2,4.68,4.55,4.4,3.77,3.36,3.02,2.67,3.62,3.88,4.17,3.78,3.84
WS10M,2022,5.03,4.78,5.1,4.68,3.95,3.48,2.91,2.84,3.55,4.12,4.2,4.0,4.05
PRECTOTCORR,1981,0.0,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1982,0.0,5.27,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1983,0.0,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1984,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27,0.0,5.27
PRECTOTCORR,1985,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,0.0
PRECTOTCORR,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,5.27,0.0
PRECTOTCORR,1987,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0
PRECTOTCORR,1988,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1989,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1990,0.0,0.0,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,1991,5.27,0.0,5.27,0.0,0.0,0.0,5.27,0.0,5.27,0.0,0.0,5.27,0.0
PRECTOTCORR,1992,0.0,0.0,5.27,0.0,5.27,0.0,5.27,5.27,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,1993,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,1994,5.27,5.27,5.27,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,1995,5.27,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0
PRECTOTCORR,1996,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,1997,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1998,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,1999,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,10.55,0.0,0.0,0.0,5.27
PRECTOTCORR,2000,0.0,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,2001,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2002,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,0.0
PRECTOTCORR,2003,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2004,0.0,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,2005,5.27,0.0,5.27,5.27,5.27,0.0,5.27,0.0,0.0,5.27,0.0,0.0,5.27
PRECTOTCORR,2006,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,5.27,5.27,0.0,0.0
PRECTOTCORR,2007,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27,0.0,5.27,0.0,5.27,0.0
PRECTOTCORR,2008,0.0,5.27,0.0,5.27,5.27,5.27,5.27,0.0,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,2009,0.0,0.0,0.0,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2010,0.0,5.27,5.27,0.0,0.0,0.0,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2011,0.0,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2012,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,5.27,0.0,5.27,0.0
PRECTOTCORR,2013,5.27,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,2014,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,0.0,5.27,0.0,0.0,5.27
PRECTOTCORR,2015,5.27,0.0,5.27,5.27,0.0,10.55,5.27,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2016,5.27,5.27,0.0,0.0,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0
PRECTOTCORR,2017,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2018,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,2019,5.27,5.27,5.27,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27
PRECTOTCORR,2020,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2021,1.36,3.96,2.72,1.84,2.53,3.32,2.86,4.66,4.14,3.08,0.75,0.59,2.64
PRECTOTCORR,2022,2.5,1.79,2.14,2.57,4.32,2.61,3.9,3.05,2.64,3.13,2.27,3.6,2.89
