-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 02/29/2024 
Location: Latitude  38.8853   Longitude -77.0386 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 70.81 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1981,1,1,-2.33,-1.67,2.69,85.69,2.24,100.43,2.58
1981,1,2,-1.8,-1.81,2.38,73.19,0.04,100.58,6.7
1981,1,3,-2.99,-3.13,2.32,76.31,0.0,100.67,4.7
1981,1,4,-11.08,-9.81,0.92,63.06,0.0,101.43,8.38
1981,1,5,-9.27,-8.62,1.34,79.81,0.0,102.02,5.87
1981,1,6,-5.35,-5.38,2.01,80.5,1.14,101.06,3.34
1981,1,7,-2.71,-2.6,2.38,75.38,1.93,99.96,7.11
1981,1,8,-8.26,-7.95,1.22,67.06,0.0,101.36,4.72
1981,1,9,-6.91,-7.09,1.53,72.06,0.0,101.5,2.2
1981,1,10,-7.0,-6.46,1.46,71.38,0.0,101.64,6.17
1981,1,11,-9.66,-9.01,1.16,70.75,0.0,101.59,4.98
1981,1,12,-11.37,-10.57,0.98,72.12,0.0,101.68,4.26
1981,1,13,-9.09,-8.69,1.34,76.31,0.0,101.07,2.67
1981,1,14,-3.42,-3.33,2.2,79.31,0.03,100.69,2.39
1981,1,15,-2.67,-3.14,2.87,94.56,2.25,100.84,2.9
1981,1,16,-1.96,-2.92,2.62,82.94,0.05,101.09,3.14
1981,1,17,-6.24,-5.74,1.59,71.06,0.03,101.13,8.2
1981,1,18,-5.84,-5.56,1.95,83.69,0.03,100.78,4.7
1981,1,19,-0.85,-1.39,3.05,84.56,0.0,100.57,4.05
1981,1,20,2.01,1.19,3.72,86.06,0.29,100.8,3.14
1981,1,21,-0.59,-0.79,3.17,88.75,2.3,100.82,3.42
1981,1,22,0.91,0.5,3.36,83.75,0.0,100.2,4.3
1981,1,23,0.74,0.48,3.11,79.38,0.0,100.01,4.31
1981,1,24,-0.27,-0.45,2.81,78.19,0.0,100.4,4.22
1981,1,25,1.15,0.73,3.23,80.19,0.0,100.86,3.0
1981,1,26,2.84,2.23,4.21,90.44,0.01,100.02,5.0
1981,1,27,4.44,3.14,4.39,83.81,0.0,99.92,2.98
1981,1,28,2.23,1.64,3.05,71.81,0.0,100.41,2.84
1981,1,29,-0.72,-0.75,2.2,65.25,0.0,101.06,6.38
1981,1,30,-3.38,-2.39,1.59,57.38,0.0,102.02,5.9
1981,1,31,-4.06,-3.66,1.65,64.06,0.0,102.28,3.6
1981,2,1,0.42,0.05,3.17,78.62,8.69,101.31,6.75
1981,2,2,3.96,3.37,4.39,78.25,11.84,99.77,8.5
1981,2,3,-6.38,-5.08,1.1,51.38,0.02,101.4,7.17
1981,2,4,-6.64,-5.85,1.28,62.75,0.03,101.42,5.1
1981,2,5,-7.63,-6.73,1.22,63.19,0.0,102.17,4.11
1981,2,6,-2.91,-3.42,2.2,75.81,0.05,101.58,4.97
1981,2,7,0.27,-0.23,3.11,83.06,0.86,101.16,3.4
1981,2,8,0.64,0.39,3.6,88.12,9.28,99.9,4.41
1981,2,9,-3.06,-2.6,1.77,62.75,0.0,101.36,5.14
1981,2,10,2.27,1.65,3.97,86.88,13.73,101.82,7.15
1981,2,11,9.65,8.58,7.51,88.12,7.92,100.22,11.53
1981,2,12,-6.26,-4.62,1.1,51.44,0.0,103.26,7.58
1981,2,13,-4.45,-3.02,1.65,67.44,0.0,103.97,2.43
1981,2,14,-0.13,-1.1,2.26,63.12,0.01,103.34,1.29
1981,2,15,1.92,1.18,2.99,72.75,0.01,102.98,3.07
1981,2,16,3.6,3.44,4.03,84.81,0.02,102.39,3.82
1981,2,17,6.0,5.28,5.74,96.19,0.17,101.87,3.64
1981,2,18,9.58,8.9,6.96,90.56,0.87,101.6,2.95
1981,2,19,9.93,9.04,7.57,95.25,2.58,100.83,4.1
1981,2,20,9.54,8.84,7.08,93.5,16.09,99.07,3.98
1981,2,21,9.76,9.19,6.59,87.88,4.34,99.82,6.38
1981,2,22,10.97,10.53,7.45,91.25,6.0,100.6,6.0
1981,2,23,9.8,9.05,7.45,96.62,14.64,99.85,6.48
1981,2,24,5.43,5.55,4.46,80.94,0.13,99.87,4.0
1981,2,25,3.03,2.8,3.3,72.44,0.0,100.33,7.68
1981,2,26,3.77,3.69,3.66,75.44,0.0,100.85,8.41
1981,2,27,3.48,3.06,3.36,72.81,0.0,101.35,5.2
1981,2,28,6.82,5.51,5.25,81.75,0.85,100.38,3.83
1981,3,1,6.6,6.24,4.64,77.94,0.0,100.13,4.27
1981,3,2,3.4,3.13,3.72,77.31,0.02,100.01,4.52
1981,3,3,-0.07,0.32,2.32,65.56,0.21,100.55,5.93
1981,3,4,-0.25,0.08,2.81,77.25,3.45,100.62,3.17
1981,3,5,0.61,0.71,3.78,93.88,12.36,99.09,5.27
1981,3,6,1.15,1.26,2.99,75.06,0.02,99.87,6.64
1981,3,7,0.26,0.68,2.75,73.44,0.02,100.61,7.71
1981,3,8,2.29,2.7,3.42,78.88,0.02,101.42,4.78
1981,3,9,2.98,3.33,3.48,77.69,0.05,101.58,4.48
1981,3,10,2.55,2.33,3.54,79.81,0.37,101.32,3.94
1981,3,11,2.12,1.88,3.48,81.06,0.09,100.73,4.4
1981,3,12,2.68,2.87,3.17,72.88,0.0,100.64,4.62
1981,3,13,8.04,7.62,4.46,68.69,0.06,99.81,5.58
1981,3,14,0.28,0.58,2.38,62.38,0.18,100.42,7.84
1981,3,15,4.64,4.55,3.3,64.81,0.01,100.05,5.39
1981,3,16,2.65,2.37,3.6,75.19,5.97,98.87,7.55
1981,3,17,1.81,1.96,2.56,61.88,0.02,99.1,8.02
1981,3,18,-1.97,-0.74,2.26,70.31,0.11,99.37,2.73
1981,3,19,-0.47,0.37,2.5,70.19,0.31,99.03,3.58
1981,3,20,0.12,0.58,2.62,70.0,0.18,99.26,4.78
1981,3,21,1.37,1.51,2.81,70.25,0.03,100.33,5.59
1981,3,22,3.3,4.07,3.54,76.81,0.0,101.33,3.02
1981,3,23,3.94,4.14,3.72,76.44,0.03,100.75,4.47
1981,3,24,4.55,4.76,3.6,73.06,0.0,100.79,4.69
1981,3,25,4.65,4.33,3.66,72.88,0.02,101.26,3.55
1981,3,26,7.26,6.76,4.09,67.81,0.0,101.57,3.82
1981,3,27,9.28,8.9,5.13,73.75,0.19,101.12,5.99
1981,3,28,7.59,8.08,4.21,70.06,0.0,102.06,3.24
1981,3,29,12.47,11.91,6.29,71.38,0.08,101.12,5.76
1981,3,30,12.15,11.46,8.42,94.56,11.61,99.94,5.51
1981,3,31,14.48,13.4,6.96,71.5,0.0,100.79,3.65
1981,4,1,13.34,12.64,8.36,86.75,14.77,100.26,5.15
1981,4,2,11.5,10.86,5.25,65.19,0.0,100.75,6.24
1981,4,3,15.14,13.6,6.77,64.94,0.02,100.95,4.44
1981,4,4,17.26,16.38,8.85,73.44,0.04,100.79,7.64
1981,4,5,15.69,14.94,10.01,88.94,15.13,100.36,6.23
1981,4,6,6.83,7.12,3.6,59.88,0.36,101.28,7.16
1981,4,7,7.1,7.89,3.54,62.31,0.0,102.0,3.16
1981,4,8,12.23,12.12,5.8,68.06,0.0,101.54,5.23
1981,4,9,14.39,13.94,8.42,82.44,5.28,101.06,6.15
1981,4,10,11.33,11.71,4.82,63.94,0.0,101.95,3.11
1981,4,11,15.58,14.87,9.46,83.75,8.2,101.06,4.67
1981,4,12,14.98,14.8,9.16,84.31,11.06,100.94,4.58
