-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  40.7304   Longitude -73.9981 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 10.17 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,1999,6.71,5.87,7.39,5.06,4.41,4.73,4.25,4.8,5.27,5.24,6.19,6.42,5.53
WS10M,2000,7.51,5.7,5.91,6.05,4.68,4.67,4.12,4.25,4.81,5.12,5.99,6.67,5.45
WS10M,2001,5.44,5.96,6.06,4.44,4.55,3.77,4.31,4.33,4.8,5.8,5.64,5.89,5.08
WS10M,2002,6.09,6.27,6.3,5.41,5.16,4.56,4.16,4.38,4.81,5.7,6.45,6.74,5.5
WS10M,2003,7.13,6.63,5.29,5.82,4.13,3.86,4.19,4.03,5.15,5.77,5.88,7.44,5.44
WS10M,2004,7.48,6.09,5.67,5.37,4.46,4.2,4.47,4.34,4.56,5.37,5.85,6.59,5.38
WS10M,2005,6.37,5.76,5.91,5.3,4.64,4.27,3.91,3.9,4.41,6.1,6.31,6.23,5.26
WS10M,2006,6.56,6.91,5.89,5.25,4.42,4.58,3.99,4.23,5.0,6.18,5.48,6.16,5.38
WS10M,2007,6.28,7.32,6.17,5.32,4.3,4.28,4.05,4.12,4.52,5.33,6.01,6.19,5.31
WS10M,2008,6.14,6.12,6.28,4.94,5.32,3.98,3.88,3.52,4.62,5.38,5.83,6.8,5.23
WS10M,2009,6.12,6.74,5.41,5.53,4.56,3.86,4.23,3.73,4.86,6.05,5.97,7.38,5.37
WS10M,2010,6.55,6.97,6.15,4.74,4.69,4.36,4.02,4.33,5.36,6.05,5.88,7.37,5.53
WS10M,2011,5.81,6.63,6.13,5.88,4.49,3.72,3.89,4.45,4.43,5.61,5.55,5.48,5.16
WS10M,2012,6.56,5.95,5.45,5.37,4.23,4.31,4.02,3.79,4.77,5.7,5.79,6.08,5.16
WS10M,2013,6.01,6.66,6.37,5.41,4.91,4.68,4.37,4.05,4.48,5.32,6.41,5.73,5.36
WS10M,2014,6.47,5.8,6.2,5.65,4.48,3.96,4.75,3.85,4.34,5.84,6.34,6.02,5.3
WS10M,2015,7.02,6.8,5.5,5.46,4.49,4.58,3.94,4.13,4.62,6.02,5.45,5.21,5.26
WS10M,2016,6.7,6.77,5.71,5.46,4.53,4.25,4.2,4.09,5.0,5.31,5.68,6.41,5.34
WS10M,2017,6.17,6.04,6.95,5.09,5.02,4.46,3.85,3.88,4.71,5.61,5.94,5.97,5.3
WS10M,2018,6.71,5.59,7.09,5.62,4.23,4.17,4.3,4.33,4.6,5.85,6.43,5.59,5.38
WS10M,2019,6.78,5.83,5.74,5.49,4.84,4.3,3.74,3.83,4.55,6.05,6.19,6.11,5.28
WS10M,2020,6.03,5.36,5.64,6.3,5.17,4.06,4.11,4.44,4.79,5.12,5.91,6.7,5.3
WS10M,2021,6.34,6.32,5.89,5.02,4.7,4.45,3.99,3.94,4.95,5.27,5.62,5.27,5.14
WS10M,2022,6.75,6.23,5.88,5.79,4.89,4.2,4.38,4.15,4.84,5.6,5.84,6.7,5.44
PRECTOTCORR,1981,0.0,5.27,0.0,0.0,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0
PRECTOTCORR,1982,5.27,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,5.27,0.0,5.27
PRECTOTCORR,1983,5.27,5.27,5.27,10.55,5.27,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1984,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,1985,0.0,0.0,0.0,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0,0.0
PRECTOTCORR,1986,5.27,5.27,0.0,5.27,0.0,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27
PRECTOTCORR,1987,5.27,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1988,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1989,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1990,5.27,0.0,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,1991,5.27,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,1992,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,1993,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,1994,5.27,5.27,5.27,0.0,5.27,0.0,5.27,5.27,0.0,0.0,5.27,0.0,5.27
PRECTOTCORR,1995,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27,0.0,0.0
PRECTOTCORR,1996,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,1997,5.27,0.0,5.27,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27
PRECTOTCORR,1998,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,1999,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,2000,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,2001,0.0,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2002,0.0,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2003,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2004,0.0,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,2005,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,10.55,5.27,5.27,5.27
PRECTOTCORR,2006,5.27,0.0,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,0.0,5.27
PRECTOTCORR,2007,5.27,0.0,5.27,5.27,0.0,5.27,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,2008,0.0,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,2009,0.0,0.0,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,2010,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2011,5.27,0.0,5.27,5.27,5.27,0.0,0.0,10.55,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2012,0.0,0.0,0.0,0.0,5.27,5.27,0.0,5.27,5.27,5.27,0.0,5.27,0.0
PRECTOTCORR,2013,0.0,5.27,0.0,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27
PRECTOTCORR,2014,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2015,5.27,5.27,5.27,0.0,0.0,5.27,0.0,0.0,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,2016,5.27,5.27,0.0,0.0,5.27,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2017,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0,0.0,5.27
PRECTOTCORR,2018,5.27,10.55,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,10.55,5.27,5.27
PRECTOTCORR,2019,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2020,0.0,5.27,5.27,5.27,0.0,0.0,5.27,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2021,2.04,4.52,3.57,2.59,4.48,2.0,9.4,4.83,4.6,4.85,1.13,1.54,3.8
PRECTOTCORR,2022,3.5,4.0,3.07,4.74,3.77,2.28,2.11,1.83,4.23,5.68,3.74,4.86,3.65
