-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  35.012   Longitude 135.6761 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 251.31 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,2022,4.08,4.35,3.98,3.65,2.83,3.41,2.66,2.82,3.84,3.55,3.3,4.23,3.55
PRECTOTCORR,1981,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27
PRECTOTCORR,1982,0.0,0.0,5.27,5.27,5.27,0.0,10.55,5.27,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,1983,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,10.55,5.27,0.0,5.27,5.27
PRECTOTCORR,1984,0.0,5.27,0.0,0.0,5.27,10.55,5.27,0.0,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,1985,0.0,5.27,5.27,5.27,5.27,10.55,5.27,0.0,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1986,0.0,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,1987,5.27,0.0,5.27,0.0,5.27,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1988,0.0,0.0,5.27,5.27,5.27,10.55,5.27,5.27,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,1989,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,10.55,0.0,0.0,0.0,5.27
PRECTOTCORR,1990,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,10.55,5.27,5.27,0.0,5.27
PRECTOTCORR,1991,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,1992,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,1993,5.27,5.27,0.0,5.27,5.27,10.55,10.55,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,1994,0.0,5.27,0.0,5.27,5.27,5.27,0.0,0.0,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,1995,5.27,0.0,5.27,5.27,10.55,5.27,10.55,0.0,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,1996,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,1997,0.0,0.0,5.27,5.27,5.27,5.27,10.55,5.27,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,1998,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,10.55,10.55,0.0,0.0,5.27
PRECTOTCORR,1999,0.0,5.27,5.27,5.27,5.27,10.55,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2000,0.0,5.27,5.27,5.27,5.27,5.27,0.0,0.0,10.55,5.27,5.27,0.0,5.27
PRECTOTCORR,2001,5.27,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2002,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2003,5.27,0.0,5.27,5.27,5.27,5.27,5.27,10.55,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,2004,0.0,0.0,5.27,5.27,10.55,5.27,0.0,5.27,5.27,10.55,0.0,5.27,5.27
PRECTOTCORR,2005,0.0,5.27,5.27,0.0,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2006,0.0,5.27,5.27,5.27,5.27,5.27,10.55,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2007,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2008,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2009,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27
PRECTOTCORR,2010,0.0,5.27,5.27,5.27,5.27,5.27,10.55,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2011,0.0,5.27,0.0,5.27,10.55,5.27,5.27,5.27,10.55,5.27,5.27,5.27,5.27
PRECTOTCORR,2012,5.27,5.27,5.27,5.27,0.0,10.55,5.27,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2013,0.0,5.27,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2014,0.0,0.0,0.0,5.27,0.0,5.27,5.27,10.55,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2015,5.27,0.0,5.27,5.27,5.27,10.55,10.55,5.27,5.27,0.0,5.27,5.27,5.27
PRECTOTCORR,2016,5.27,5.27,5.27,5.27,5.27,10.55,5.27,5.27,10.55,5.27,0.0,5.27,5.27
PRECTOTCORR,2017,5.27,5.27,0.0,5.27,0.0,5.27,5.27,5.27,5.27,15.82,0.0,0.0,5.27
PRECTOTCORR,2018,5.27,0.0,5.27,5.27,5.27,5.27,10.55,5.27,15.82,0.0,0.0,5.27,5.27
PRECTOTCORR,2019,0.0,0.0,5.27,5.27,5.27,5.27,10.55,5.27,0.0,10.55,0.0,0.0,5.27
PRECTOTCORR,2020,0.0,0.0,5.27,5.27,5.27,5.27,15.82,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,2021,3.4,2.45,4.93,5.5,7.47,5.28,7.89,11.6,6.7,2.03,3.99,4.16,5.48
PRECTOTCORR,2022,1.85,2.13,3.2,4.16,3.35,3.86,7.86,6.88,7.13,3.52,3.17,1.94,4.1
