-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  47.4814   Longitude 7.7305 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 562.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,2021,3.75,3.56,3.41,3.29,4.03,2.35,2.62,2.59,2.23,2.86,2.8,3.38,3.07
WS10M,2022,3.38,4.81,2.79,3.72,2.8,2.44,2.56,2.56,2.73,2.73,2.91,3.19,3.04
PRECTOTCORR,1981,5.27,0.0,5.27,0.0,5.27,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27
PRECTOTCORR,1982,5.27,0.0,5.27,0.0,0.0,5.27,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,1983,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,1984,5.27,5.27,0.0,0.0,5.27,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0
PRECTOTCORR,1985,0.0,0.0,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1986,5.27,0.0,0.0,5.27,5.27,5.27,0.0,5.27,0.0,5.27,0.0,0.0,5.27
PRECTOTCORR,1987,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,1988,5.27,5.27,5.27,0.0,5.27,0.0,5.27,5.27,0.0,5.27,0.0,5.27,5.27
PRECTOTCORR,1989,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1990,0.0,5.27,0.0,0.0,0.0,5.27,0.0,0.0,0.0,5.27,5.27,0.0,0.0
PRECTOTCORR,1991,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0
PRECTOTCORR,1992,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,5.27,5.27,0.0,0.0
PRECTOTCORR,1993,0.0,0.0,0.0,0.0,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,0.0
PRECTOTCORR,1994,5.27,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,1995,5.27,5.27,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,1996,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,0.0,0.0,5.27,0.0,0.0
PRECTOTCORR,1997,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,5.27,0.0
PRECTOTCORR,1998,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27,5.27
PRECTOTCORR,2000,0.0,5.27,0.0,0.0,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2001,0.0,0.0,5.27,5.27,0.0,5.27,0.0,0.0,5.27,0.0,0.0,0.0,5.27
PRECTOTCORR,2002,0.0,5.27,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,5.27
PRECTOTCORR,2003,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0
PRECTOTCORR,2004,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0
PRECTOTCORR,2005,0.0,0.0,0.0,5.27,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2006,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2007,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,5.27,5.27
PRECTOTCORR,2008,0.0,0.0,5.27,5.27,0.0,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27
PRECTOTCORR,2009,0.0,0.0,5.27,0.0,0.0,5.27,5.27,0.0,0.0,0.0,5.27,5.27,0.0
PRECTOTCORR,2010,0.0,0.0,0.0,0.0,5.27,5.27,0.0,5.27,0.0,0.0,0.0,5.27,0.0
PRECTOTCORR,2011,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,5.27,0.0,0.0,5.27,0.0
PRECTOTCORR,2012,5.27,0.0,0.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2013,0.0,0.0,0.0,5.27,5.27,0.0,5.27,0.0,5.27,5.27,5.27,0.0,5.27
PRECTOTCORR,2014,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27
PRECTOTCORR,2015,5.27,0.0,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,2016,5.27,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27
PRECTOTCORR,2017,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27,0.0,0.0,5.27,5.27,5.27
PRECTOTCORR,2018,5.27,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,0.0
PRECTOTCORR,2019,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2020,0.0,5.27,0.0,0.0,5.27,5.27,0.0,5.27,0.0,5.27,0.0,0.0,0.0
PRECTOTCORR,2021,3.23,1.32,1.02,1.16,4.29,5.9,5.21,2.44,1.71,1.73,1.72,3.31,2.77
PRECTOTCORR,2022,1.37,2.39,0.66,2.94,1.8,3.92,1.46,2.7,4.75,2.85,3.04,2.75,2.54
