-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 02/29/2024 
Location: Latitude  35.012   Longitude 135.6761 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 251.31 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1981,1,1,1.09,0.98,3.23,78.06,0.67,98.73,2.86
1981,1,2,1.01,1.28,3.42,80.62,6.51,97.79,7.09
1981,1,3,-1.44,-0.85,2.62,77.0,0.3,98.12,8.07
1981,1,4,0.01,0.47,3.23,84.75,0.2,98.63,5.4
1981,1,5,-0.71,-0.17,2.87,80.25,0.41,98.63,6.7
1981,1,6,-0.67,-0.22,2.93,80.44,0.16,98.56,6.27
1981,1,7,0.41,0.61,3.3,84.0,0.18,98.78,6.07
1981,1,8,1.08,0.98,3.36,81.75,0.01,99.02,4.02
1981,1,9,1.55,1.49,3.72,87.0,0.03,98.5,3.71
1981,1,10,0.83,1.05,3.23,78.88,0.31,97.74,6.43
1981,1,11,-1.03,-0.51,2.93,82.06,0.43,97.8,6.7
1981,1,12,-0.88,-0.5,2.87,81.19,0.36,98.22,6.57
1981,1,13,-0.95,-0.44,2.93,83.06,1.22,98.25,6.5
1981,1,14,-0.7,-0.22,2.99,82.56,0.21,98.72,5.31
1981,1,15,-0.63,0.01,3.17,87.0,0.32,98.63,2.33
1981,1,16,-0.08,0.26,3.23,85.06,0.15,98.61,5.11
1981,1,17,-0.17,0.04,2.99,80.19,0.1,99.16,3.97
1981,1,18,-0.2,-0.63,3.3,87.62,0.03,99.03,2.8
1981,1,19,-0.13,-0.02,3.42,90.69,0.06,98.83,3.55
1981,1,20,0.57,0.88,3.48,86.44,0.15,98.75,4.38
1981,1,21,-0.12,0.16,3.05,81.12,0.17,98.67,5.27
1981,1,22,-0.7,-0.29,2.87,79.38,0.03,99.19,5.69
1981,1,23,0.18,-0.2,2.81,74.81,0.0,99.64,2.76
1981,1,24,2.4,1.9,4.33,92.0,0.64,98.91,2.5
1981,1,25,1.69,1.83,3.85,88.56,0.01,98.94,4.99
1981,1,26,-0.09,0.48,3.11,82.12,0.05,99.11,5.18
1981,1,27,-0.38,0.21,2.99,80.94,0.06,99.28,4.97
1981,1,28,0.19,0.57,3.05,79.31,0.0,99.26,3.44
1981,1,29,0.55,0.5,3.11,79.31,0.05,98.92,4.27
1981,1,30,0.31,0.69,2.87,74.69,0.3,99.29,4.21
1981,1,31,2.06,0.75,3.05,69.12,0.3,99.21,1.33
1981,2,1,1.57,1.76,3.97,91.19,0.27,98.3,3.6
1981,2,2,0.61,0.76,3.23,81.81,0.0,98.66,5.1
1981,2,3,0.99,1.12,3.3,79.44,0.09,98.39,3.67
