-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 02/29/2024 
Location: Latitude  49.2237   Longitude -123.1636 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 62.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M
2022,1,1,-1.2,1.36,2.99,85.5,0.64,101.16,5.05
2022,1,2,3.83,4.63,4.7,92.75,9.04,99.51,7.35
2022,1,3,2.97,4.08,4.52,94.06,7.24,98.88,4.28
2022,1,4,2.43,3.95,4.33,95.19,6.55,100.39,3.3
2022,1,5,0.11,2.68,3.17,83.75,6.18,101.13,4.44
2022,1,6,2.95,4.23,4.64,96.25,24.3,99.27,4.21
2022,1,7,2.77,3.57,4.21,87.75,9.22,99.15,3.57
2022,1,8,2.28,3.15,3.91,88.19,5.01,101.35,2.83
2022,1,9,4.07,4.29,4.58,91.56,0.2,101.76,3.68
2022,1,10,5.37,5.3,5.07,91.25,7.62,101.59,4.55
2022,1,11,7.9,6.83,6.41,96.88,19.93,101.07,3.66
2022,1,12,8.49,7.15,6.77,98.25,28.92,100.89,2.96
2022,1,13,7.98,6.3,6.23,94.12,6.06,101.36,1.88
2022,1,14,6.65,5.99,5.43,91.38,0.4,102.24,1.82
2022,1,15,5.76,5.51,5.31,94.25,0.52,101.98,1.4
2022,1,16,4.55,5.23,4.82,92.19,0.05,101.53,1.38
2022,1,17,5.45,5.74,5.31,95.38,2.71,100.82,1.68
2022,1,18,6.4,5.81,5.68,95.19,4.02,101.13,0.98
2022,1,19,6.62,6.32,5.68,94.94,6.9,101.62,2.36
2022,1,20,7.16,6.62,5.86,93.88,12.72,101.44,3.34
2022,1,21,5.08,4.85,4.88,92.0,2.1,102.85,1.45
2022,1,22,3.96,4.25,3.85,78.5,0.03,102.65,1.67
2022,1,23,2.83,4.03,3.91,85.81,0.09,102.1,0.49
2022,1,24,2.82,4.25,4.09,89.75,0.05,101.86,1.91
2022,1,25,2.41,3.81,3.78,84.5,0.02,101.89,1.71
2022,1,26,2.71,3.79,3.97,87.19,0.03,101.86,2.38
2022,1,27,2.89,3.95,3.91,85.44,0.01,102.13,2.91
2022,1,28,4.67,3.96,3.97,76.06,0.02,101.84,2.47
2022,1,29,4.37,4.24,4.27,83.12,3.51,101.5,2.42
2022,1,30,5.62,5.69,5.31,93.94,20.07,100.5,5.04
2022,1,31,4.28,4.58,4.33,85.31,3.18,101.4,3.48
2022,2,1,2.71,3.8,3.78,83.62,0.59,101.9,3.47
2022,2,2,1.2,3.63,3.3,79.62,1.66,101.91,2.94
2022,2,3,4.34,5.05,4.88,96.06,4.4,101.98,2.34
2022,2,4,5.94,5.89,5.49,95.62,6.62,101.79,3.66
2022,2,5,5.39,5.2,5.0,92.0,1.37,102.62,1.97
2022,2,6,4.71,4.8,4.64,88.44,0.02,102.07,1.95
2022,2,7,6.54,5.9,5.37,90.19,1.1,101.94,2.67
2022,2,8,5.84,5.47,5.19,92.5,2.37,102.72,1.73
2022,2,9,5.82,5.86,5.25,93.88,1.02,102.78,1.2
2022,2,10,6.05,5.67,5.37,94.25,0.43,102.47,1.57
2022,2,11,4.9,5.19,4.52,85.88,0.06,102.42,3.0
2022,2,12,5.08,4.97,4.39,81.56,0.07,101.95,2.78
2022,2,13,6.94,5.65,4.76,77.38,0.02,101.24,1.55
2022,2,14,6.61,6.03,5.49,91.19,3.85,100.46,1.71
2022,2,15,6.31,5.93,5.37,91.38,1.42,101.34,1.62
2022,2,16,5.93,5.4,4.82,84.88,0.19,101.87,1.59
2022,2,17,5.79,5.58,5.25,93.69,0.76,102.18,1.75
2022,2,18,6.68,5.79,5.13,85.81,0.34,102.13,0.9
2022,2,19,5.83,5.98,5.25,91.31,4.32,100.86,3.26
2022,2,20,5.58,5.62,4.7,83.75,2.29,100.42,2.57
2022,2,21,2.45,4.33,3.11,68.12,2.33,100.8,6.43
2022,2,22,-1.27,2.81,2.01,60.25,0.56,102.11,7.04
2022,2,23,-0.8,3.2,2.08,59.38,1.28,102.19,2.69
2022,2,24,1.47,3.24,2.75,67.0,0.12,102.23,1.83
2022,2,25,1.87,3.36,3.3,77.94,0.08,102.16,2.83
2022,2,26,3.04,4.44,4.09,87.44,9.95,101.21,5.18
2022,2,27,6.9,6.51,5.68,91.81,16.06,100.84,4.72
2022,2,28,7.17,6.76,6.04,95.88,16.1,100.3,2.91
2022,3,1,8.55,7.54,6.47,93.62,7.76,100.82,2.51
2022,3,2,7.88,7.12,6.35,96.38,5.72,100.91,2.29
2022,3,3,7.17,6.19,5.25,84.12,1.91,101.09,1.38
2022,3,4,6.4,5.83,5.13,86.44,0.2,101.23,1.94
2022,3,5,6.15,5.69,4.76,82.81,0.0,101.72,2.14
2022,3,6,6.4,5.82,4.58,79.0,0.12,102.32,1.47
2022,3,7,6.34,6.26,5.07,87.38,0.16,102.33,0.85
2022,3,8,6.56,6.15,4.52,76.69,0.74,101.71,2.5
2022,3,9,3.81,4.74,2.87,58.38,0.16,101.81,4.37
2022,3,10,4.83,4.98,3.36,63.75,0.12,101.94,1.2
2022,3,11,4.12,5.34,4.39,86.94,3.11,101.69,2.23
2022,3,12,6.01,6.52,5.25,90.06,8.49,100.32,3.2
2022,3,13,7.44,7.24,5.8,90.62,5.86,100.27,2.62
2022,3,14,6.6,6.95,5.74,94.81,22.17,100.8,5.31
2022,3,15,7.14,7.08,5.74,92.25,8.61,100.88,3.19
2022,3,16,6.75,6.59,5.31,87.88,2.99,101.75,2.16
2022,3,17,5.76,6.43,5.37,94.75,10.99,101.22,2.25
2022,3,18,7.41,7.26,5.86,92.12,7.92,100.79,2.57
2022,3,19,7.05,7.23,4.94,80.06,5.07,100.5,3.95
2022,3,20,5.12,6.14,5.07,93.94,10.08,101.45,4.09
2022,3,21,5.58,6.6,5.31,94.69,11.99,101.73,3.27
2022,3,22,9.03,8.36,6.71,95.0,4.45,101.82,2.33
2022,3,23,9.06,8.19,6.29,88.5,3.37,101.33,2.14
2022,3,24,6.54,6.56,5.31,88.56,1.76,101.57,2.3
2022,3,25,9.05,7.75,5.55,77.94,0.32,100.98,0.95
2022,3,26,8.41,7.77,6.23,90.62,4.2,100.54,2.13
2022,3,27,9.07,8.25,6.53,90.38,2.49,99.83,1.48
2022,3,28,9.55,8.48,6.53,88.38,2.43,100.15,1.49
2022,3,29,9.28,8.31,5.98,82.75,1.71,100.86,1.78
2022,3,30,8.02,8.0,5.49,83.62,0.95,101.21,3.02
2022,3,31,7.36,7.69,5.0,80.56,0.98,101.37,2.48
2022,4,1,7.2,7.8,5.37,85.69,2.91,101.06,2.28
2022,4,2,7.85,8.27,5.55,85.06,2.34,101.32,2.8
2022,4,3,8.12,8.51,6.16,91.25,21.21,100.07,5.66
2022,4,4,6.74,7.62,5.19,83.69,11.09,99.06,7.13
2022,4,5,7.18,7.36,4.7,75.94,2.71,101.49,4.85
2022,4,6,8.0,7.55,4.94,76.19,0.98,102.31,2.24
2022,4,7,10.45,9.32,5.92,76.31,5.41,101.39,2.31
2022,4,8,8.32,8.5,5.68,83.44,5.23,101.22,4.78
2022,4,9,6.29,7.4,4.33,74.12,1.9,101.52,3.39
2022,4,10,5.02,7.05,4.03,74.88,4.62,100.57,1.45
2022,4,11,7.5,7.77,4.09,63.81,0.96,99.63,3.26
2022,4,12,4.94,6.64,4.76,88.0,6.48,100.42,3.64
2022,4,13,6.02,6.9,3.85,67.69,0.5,100.8,3.05
2022,4,14,7.31,7.58,3.97,63.44,0.27,100.54,1.87
2022,4,15,5.48,6.5,4.39,79.56,1.24,101.01,2.32
2022,4,16,6.51,6.95,4.46,75.12,0.42,100.68,2.84
2022,4,17,7.48,7.76,4.88,77.12,0.43,101.36,2.45
2022,4,18,7.2,7.75,5.43,85.12,14.12,99.81,5.3
2022,4,19,6.81,7.39,5.07,83.0,5.07,100.2,2.35
2022,4,20,7.61,7.88,5.25,80.94,2.71,99.78,3.91
2022,4,21,8.6,7.96,5.8,83.69,3.71,100.02,2.27
2022,4,22,9.34,8.5,5.74,79.94,1.11,101.14,1.3
2022,4,23,9.25,8.73,5.68,79.94,0.08,101.81,1.34
2022,4,24,10.42,9.43,6.1,79.0,3.33,101.21,1.7
2022,4,25,9.36,9.18,5.92,82.06,3.1,100.97,2.08
2022,4,26,7.62,8.05,5.19,80.25,2.53,100.94,2.98
2022,4,27,8.06,8.2,4.82,72.81,0.96,101.17,1.25
2022,4,28,8.91,8.76,5.31,75.44,0.26,100.98,1.6
2022,4,29,9.67,9.52,5.92,80.31,1.42,101.17,2.03
2022,4,30,10.19,9.92,6.47,84.38,4.69,100.78,2.56
2022,5,1,10.45,9.82,6.65,84.94,0.84,100.82,1.45
2022,5,2,10.96,10.48,7.08,86.81,3.63,100.38,1.71
2022,5,3,9.51,9.77,6.16,84.69,2.86,101.52,2.27
2022,5,4,8.98,9.54,6.04,85.5,3.18,100.92,1.12
2022,5,5,8.65,9.12,6.47,92.38,23.43,99.79,3.18
2022,5,6,9.19,9.49,5.86,81.12,3.53,99.81,1.79
2022,5,7,8.95,9.48,5.55,78.88,1.2,100.03,3.54
2022,5,8,7.81,9.01,5.19,78.56,1.12,99.97,2.31
2022,5,9,9.0,9.63,5.68,80.12,1.15,100.45,2.77
2022,5,10,9.26,9.97,5.55,78.12,1.1,101.33,2.66
2022,5,11,9.69,10.0,5.92,79.81,1.78,101.36,2.72
2022,5,12,8.4,9.55,5.98,87.5,12.1,100.78,5.59
2022,5,13,8.54,9.55,5.19,76.44,2.99,101.33,2.34
2022,5,14,10.51,10.46,6.65,84.31,2.02,100.86,2.4
2022,5,15,11.79,11.27,8.12,94.5,12.17,100.54,2.77
2022,5,16,11.15,11.09,6.41,78.88,4.94,101.05,3.36
2022,5,17,10.09,10.23,5.68,75.19,1.86,101.58,1.64
2022,5,18,9.88,10.33,5.86,77.88,7.53,100.72,6.66
2022,5,19,9.9,10.37,5.74,77.38,1.65,101.35,3.35
2022,5,20,11.72,11.07,6.47,77.62,3.59,101.56,1.27
2022,5,21,13.19,11.89,6.35,69.12,3.82,101.53,1.45
2022,5,22,13.9,12.64,7.14,73.25,0.04,101.51,1.52
2022,5,23,13.12,12.86,7.32,79.06,0.07,101.35,2.3
2022,5,24,12.17,12.55,7.32,84.12,0.44,101.01,1.87
2022,5,25,13.19,12.96,7.63,81.44,1.56,100.76,2.04
2022,5,26,13.38,12.88,8.12,85.25,5.79,100.36,1.15
2022,5,27,12.03,12.24,7.2,82.5,6.52,100.43,3.11
2022,5,28,11.34,11.52,6.65,79.19,1.25,100.1,1.86
2022,5,29,12.15,12.35,7.08,81.06,1.35,100.45,2.95
2022,5,30,11.06,11.69,7.2,89.06,3.9,101.38,1.46
2022,5,31,14.36,13.23,7.87,78.62,0.5,101.36,0.92
2022,6,1,15.32,13.73,8.91,82.62,1.48,100.85,1.42
2022,6,2,17.19,14.87,9.4,77.81,0.44,100.35,0.87
2022,6,3,14.6,13.88,9.09,87.62,7.38,99.94,1.82
2022,6,4,14.26,13.99,8.97,88.62,8.79,99.85,2.75
2022,6,5,14.01,13.8,8.91,88.81,10.18,99.82,3.35
2022,6,6,13.07,12.95,7.45,80.25,4.84,101.19,1.84
2022,6,7,14.21,13.35,8.18,81.94,1.1,100.78,1.71
2022,6,8,14.81,13.73,8.24,79.25,1.48,100.78,1.68
2022,6,9,13.48,13.05,8.48,88.38,16.21,100.36,2.78
2022,6,10,14.87,14.26,9.28,88.38,8.54,100.47,2.02
2022,6,11,14.31,14.07,8.36,82.69,2.04,100.49,2.13
2022,6,12,13.02,13.33,7.51,80.38,0.72,100.17,2.63
2022,6,13,12.92,13.36,7.2,78.62,1.91,100.76,4.21
